PL_Code,In_DMTR,In_Operational,In_Strategic,In_Criticality,Universe_Status
539812690020,1,0,0,0,Demand_Only
539812721052,1,0,0,0,Demand_Only
539812840016,1,0,0,0,Demand_Only
539812900049,1,0,0,0,Demand_Only
539812910020,1,0,0,0,Demand_Only
539813300108,0,1,0,0,Inventory_Only
539813330216,0,1,0,0,Inventory_Only
539813330228,0,1,0,0,Inventory_Only
539813330230,0,1,0,0,Inventory_Only
539813330241,0,1,0,0,Inventory_Only
539813330253,0,1,0,0,Inventory_Only
539813330289,0,1,0,0,Inventory_Only
539813330290,0,1,0,0,Inventory_Only
539813330502,0,1,0,0,Inventory_Only
539813370160,0,1,0,0,Inventory_Only
539813440022,1,0,0,0,Demand_Only
539813440708,0,1,0,0,Inventory_Only
539813440710,1,0,0,0,Demand_Only
539813442018,1,0,0,0,Demand_Only
539813442079,0,1,0,0,Inventory_Only
539813610020,0,1,0,0,Inventory_Only
539813960030,1,0,0,0,Demand_Only
539813960169,1,0,0,0,Demand_Only
539814380288,1,0,0,0,Demand_Only
539814380586,1,0,0,0,Demand_Only
539814382170,1,0,0,0,Demand_Only
539814460065,1,0,0,0,Demand_Only
539814460843,1,0,0,0,Demand_Only
539814740050,0,1,0,0,Inventory_Only
539814840056,0,1,0,0,Inventory_Only
539814880108,0,1,0,0,Inventory_Only
539815641067,0,1,0,0,Inventory_Only
539815670020,0,1,0,0,Inventory_Only
539816341183,0,1,0,0,Inventory_Only
539816341250,0,1,0,0,Inventory_Only
539816700018,1,0,0,0,Demand_Only
539816761032,1,0,0,0,Demand_Only
539816930024,0,1,0,0,Inventory_Only
539817170037,0,1,0,0,Inventory_Only
539817170050,0,1,0,0,Inventory_Only
539817170062,0,1,0,0,Inventory_Only
539817170141,0,1,0,0,Inventory_Only
539817320023,1,0,0,0,Demand_Only
539817320060,1,0,0,0,Demand_Only
539817430072,1,0,0,0,Demand_Only
539818290040,0,1,0,0,Inventory_Only
539818290051,0,1,0,0,Inventory_Only
539818290063,0,1,0,0,Inventory_Only
539818290075,0,1,0,0,Inventory_Only
539818290087,0,1,0,0,Inventory_Only
539818290099,0,1,0,0,Inventory_Only
539818371075,1,0,0,0,Demand_Only
539818371191,1,0,0,0,Demand_Only
539818951080,0,1,0,0,Inventory_Only
539819210180,1,0,0,0,Demand_Only
539819621026,1,0,0,0,Demand_Only
539819970021,0,1,0,0,Inventory_Only
539820420082,1,0,0,0,Demand_Only
539820831033,1,0,0,0,Demand_Only
539820860021,1,0,0,0,Demand_Only
539820871055,0,1,0,0,Inventory_Only
539820890037,1,0,0,0,Demand_Only
539820980087,1,0,0,0,Demand_Only
539820980099,1,0,0,0,Demand_Only
539820980129,0,1,0,0,Inventory_Only
539821090016,1,0,0,0,Demand_Only
539821091100,1,0,0,0,Demand_Only
539821091215,1,0,0,0,Demand_Only
539821491321,0,1,0,0,Inventory_Only
539821491357,0,1,0,0,Inventory_Only
539821491369,0,1,0,0,Inventory_Only
539821491382,0,1,0,0,Inventory_Only
539821491412,0,1,0,0,Inventory_Only
539821491473,0,1,0,0,Inventory_Only
539821491576,0,1,0,0,Inventory_Only
539821770076,0,1,0,0,Inventory_Only
539821770090,0,1,0,0,Inventory_Only
539821910020,1,0,0,0,Demand_Only
539822000011,1,0,0,0,Demand_Only
539822520055,0,1,0,0,Inventory_Only
539822520067,0,1,0,0,Inventory_Only
539823791010,1,0,0,0,Demand_Only
539825241013,1,0,0,0,Demand_Only
539825241189,0,1,0,0,Inventory_Only
539825611059,1,0,0,0,Demand_Only
539825640023,1,0,0,0,Demand_Only
539825640047,1,0,0,0,Demand_Only
539825701012,1,0,0,0,Demand_Only
539825960182,0,1,0,0,Inventory_Only
539827130024,1,0,0,0,Demand_Only
539827750105,1,0,0,0,Demand_Only
539827750129,1,0,0,0,Demand_Only
539828400035,1,0,0,0,Demand_Only
539829410012,1,0,0,0,Demand_Only
539829420029,1,0,0,0,Demand_Only
539829430011,1,0,0,0,Demand_Only
539829440028,1,0,0,0,Demand_Only
539829480026,1,0,0,0,Demand_Only
539829480038,1,0,0,0,Demand_Only
539829490019,1,0,0,0,Demand_Only
539829500013,1,0,0,0,Demand_Only
539829520024,1,0,0,0,Demand_Only
539829580021,1,0,0,0,Demand_Only
539829590166,1,0,0,0,Demand_Only
539829590180,1,0,0,0,Demand_Only
539829900088,1,0,0,0,Demand_Only
539830190012,1,0,0,0,Demand_Only
539830200017,1,0,0,0,Demand_Only
539830210011,1,0,0,0,Demand_Only
539830271851,0,1,0,0,Inventory_Only
539830680131,1,0,0,0,Demand_Only
539830920026,1,0,0,0,Demand_Only
539830920038,1,0,0,0,Demand_Only
539830920040,1,0,0,0,Demand_Only
539830920051,1,0,0,0,Demand_Only
539830920063,1,0,0,0,Demand_Only
539830920075,1,0,0,0,Demand_Only
539830920087,1,0,0,0,Demand_Only
539830920117,1,0,0,0,Demand_Only
539831440097,1,0,0,0,Demand_Only
539831871011,1,0,0,0,Demand_Only
539831871187,0,1,0,0,Inventory_Only
539832140024,0,1,0,0,Inventory_Only
539832680122,0,1,0,0,Inventory_Only
539833270020,0,1,0,0,Inventory_Only
539833280061,0,1,0,0,Inventory_Only
539833280103,0,1,0,0,Inventory_Only
539833280279,0,1,0,0,Inventory_Only
539833280449,0,1,0,0,Inventory_Only
539833280620,0,1,0,0,Inventory_Only
539834880023,1,0,0,0,Demand_Only
539834880035,1,0,0,0,Demand_Only
539834880047,1,0,0,0,Demand_Only
539834880059,1,0,0,0,Demand_Only
539834880084,1,0,0,0,Demand_Only
539834880096,1,0,0,0,Demand_Only
539834880102,1,0,0,0,Demand_Only
539834880114,1,0,0,0,Demand_Only
539834880138,1,0,0,0,Demand_Only
539835220092,1,0,0,0,Demand_Only
539835220262,1,0,0,0,Demand_Only
539835440821,0,1,0,0,Inventory_Only
539835441497,0,1,0,0,Inventory_Only
539835790029,1,0,0,0,Demand_Only
539836000026,1,0,0,0,Demand_Only
539836000038,1,0,0,0,Demand_Only
539836000040,1,0,0,0,Demand_Only
539836000051,1,0,0,0,Demand_Only
539836410034,1,0,0,0,Demand_Only
539836631014,1,0,0,0,Demand_Only
539836631099,1,0,0,0,Demand_Only
539837611023,1,0,0,0,Demand_Only
539838030034,0,1,0,0,Inventory_Only
539838030060,0,1,0,0,Inventory_Only
539838080025,1,0,0,0,Demand_Only
539838080062,1,0,0,0,Demand_Only
539839010020,1,0,0,0,Demand_Only
539841501071,1,0,0,0,Demand_Only
539841501083,1,0,0,0,Demand_Only
539843690030,1,0,0,0,Demand_Only
539844210026,1,0,0,0,Demand_Only
539844530070,1,0,0,0,Demand_Only
539844530094,1,0,0,0,Demand_Only
539844700029,0,1,0,0,Inventory_Only
539845311045,0,1,0,0,Inventory_Only
539845760022,0,1,0,0,Inventory_Only
539845930018,1,0,0,0,Demand_Only
539846342086,0,1,0,0,Inventory_Only
539846380026,0,1,0,0,Inventory_Only
539846560454,0,1,0,0,Inventory_Only
539847400045,0,1,0,0,Inventory_Only
539847770031,1,0,0,0,Demand_Only
539847770043,1,0,0,0,Demand_Only
539847800035,0,1,0,0,Inventory_Only
539847820022,0,1,0,0,Inventory_Only
539847880020,0,1,0,0,Inventory_Only
539847930198,0,1,0,0,Inventory_Only
539847930230,0,1,0,0,Inventory_Only
539847930290,0,1,0,0,Inventory_Only
539848730089,1,0,0,0,Demand_Only
539848730107,0,1,0,0,Inventory_Only
539849150019,1,0,0,0,Demand_Only
539849380013,1,0,0,0,Demand_Only
539849380025,1,0,0,0,Demand_Only
539849560064,1,0,0,0,Demand_Only
539849560076,1,0,0,0,Demand_Only
539849580026,1,0,0,0,Demand_Only
539849980028,1,0,0,0,Demand_Only
539850100016,1,0,0,0,Demand_Only
539850510024,1,0,0,0,Demand_Only
539850730012,1,0,0,0,Demand_Only
539850790021,1,0,0,0,Demand_Only
539851050021,1,0,0,0,Demand_Only
539851110029,1,0,0,0,Demand_Only
539851170051,1,0,0,0,Demand_Only
539851170063,1,0,0,0,Demand_Only
539851240030,1,0,0,0,Demand_Only
539851240041,1,0,0,0,Demand_Only
539851240053,1,0,0,0,Demand_Only
539852990062,1,0,0,0,Demand_Only
539853160036,1,0,0,0,Demand_Only
539856231340,0,1,0,0,Inventory_Only
539858920033,0,1,0,0,Inventory_Only
539858970048,0,1,0,0,Inventory_Only
539859090070,0,1,0,0,Inventory_Only
539859090172,1,0,0,0,Demand_Only
539859140047,1,0,0,0,Demand_Only
539860410051,1,0,0,0,Demand_Only
539861490030,1,0,0,0,Demand_Only
539862540041,0,1,0,0,Inventory_Only
539863160010,1,0,0,0,Demand_Only
539863330029,1,0,0,0,Demand_Only
539863350028,1,0,0,0,Demand_Only
539863350041,0,1,0,0,Inventory_Only
539864160028,1,0,0,0,Demand_Only
539865740314,0,1,0,0,Inventory_Only
539865760039,0,1,0,0,Inventory_Only
539865880021,0,1,0,0,Inventory_Only
539866280037,0,1,0,0,Inventory_Only
539866280049,0,1,0,0,Inventory_Only
539866280050,0,1,0,0,Inventory_Only
539866280062,0,1,0,0,Inventory_Only
539867190019,1,0,0,0,Demand_Only
539868680020,1,0,0,0,Demand_Only
539868860021,1,0,0,0,Demand_Only
539869590130,1,0,0,0,Demand_Only
539869900026,0,1,0,0,Inventory_Only
539870270020,1,0,0,0,Demand_Only
539871420085,0,1,0,0,Inventory_Only
539873040024,0,1,0,0,Inventory_Only
539873330026,1,0,0,0,Demand_Only
539874680021,0,1,0,0,Inventory_Only
539874750023,0,1,0,0,Inventory_Only
539874800040,1,0,0,0,Demand_Only
539874910026,1,0,0,0,Demand_Only
539875640092,1,0,0,0,Demand_Only
539877980027,0,1,0,0,Inventory_Only
539880100195,1,0,0,0,Demand_Only
539880100201,1,0,0,0,Demand_Only
539880410093,1,0,0,0,Demand_Only
539881210026,1,0,0,0,Demand_Only
539881380023,1,0,0,0,Demand_Only
539882000027,1,0,0,0,Demand_Only
539882430034,0,1,0,0,Inventory_Only
539882500050,1,0,0,0,Demand_Only
539882810086,1,0,0,0,Demand_Only
539882840017,1,0,0,0,Demand_Only
539883270038,0,1,0,0,Inventory_Only
539883270040,0,1,0,0,Inventory_Only
539883310036,0,1,0,0,Inventory_Only
539883710233,1,0,0,0,Demand_Only
539883710245,1,0,0,0,Demand_Only
539883712230,1,0,0,0,Demand_Only
539883712242,1,0,0,0,Demand_Only
539884450048,0,1,0,0,Inventory_Only
539884870153,1,0,0,0,Demand_Only
539885010196,1,0,0,0,Demand_Only
539885010214,1,0,0,0,Demand_Only
539885010354,1,0,0,0,Demand_Only
539889350020,1,0,0,0,Demand_Only
539890390169,0,1,0,0,Inventory_Only
539891040040,1,0,0,0,Demand_Only
539891680143,0,1,0,0,Inventory_Only
539891700026,0,1,0,0,Inventory_Only
539892130229,1,0,0,0,Demand_Only
539893870208,0,1,0,0,Inventory_Only
539894420030,1,0,0,0,Demand_Only
539894880234,0,1,0,0,Inventory_Only
539896210050,1,0,0,0,Demand_Only
539896390039,1,0,0,0,Demand_Only
539896550020,1,0,0,0,Demand_Only
539896580138,1,0,0,0,Demand_Only
539896771795,0,1,0,0,Inventory_Only
539896830106,1,0,0,0,Demand_Only
539897070703,0,1,0,0,Inventory_Only
539897071045,1,0,0,0,Demand_Only
539897071501,1,0,0,0,Demand_Only
539897100161,0,1,0,0,Inventory_Only
539897230214,0,1,0,0,Inventory_Only
539897500850,1,0,0,0,Demand_Only
539898330277,0,1,0,0,Inventory_Only
539898330289,0,1,0,0,Inventory_Only
539898330307,1,0,0,0,Demand_Only
539898330368,0,1,0,0,Inventory_Only
539898331038,0,1,0,0,Inventory_Only
539898331040,0,1,0,0,Inventory_Only
539898370044,1,0,0,0,Demand_Only
539898460290,0,1,0,0,Inventory_Only
539898480056,1,0,0,0,Demand_Only
539898550022,0,1,0,0,Inventory_Only
540100250020,0,1,0,0,Inventory_Only
540100250032,0,1,0,0,Inventory_Only
541100600029,0,1,0,0,Inventory_Only
541100600030,0,1,0,0,Inventory_Only
541100600042,0,1,0,0,Inventory_Only
541100600054,0,1,0,0,Inventory_Only
542120120050,1,0,0,0,Demand_Only
542218881207,1,0,0,0,Demand_Only
542223081118,1,0,0,0,Demand_Only
542223081155,1,0,0,0,Demand_Only
542223081167,1,0,0,0,Demand_Only
54252222,0,0,0,1,Criticality_Only
54253561,1,0,1,1,Partial_Match
542620470036,1,0,0,0,Demand_Only
542620470048,1,0,0,0,Demand_Only
542620470127,1,0,0,0,Demand_Only
543000010147,1,0,0,0,Demand_Only
543100020163,1,0,0,0,Demand_Only
543500010409,1,0,0,0,Demand_Only
543500010513,1,0,0,0,Demand_Only
543500011244,1,0,0,0,Demand_Only
543500011256,1,0,0,0,Demand_Only
543500020713,1,0,0,0,Demand_Only
543500021456,0,1,0,0,Inventory_Only
543600010201,1,0,0,0,Demand_Only
543600010754,1,0,0,0,Demand_Only
543600010766,1,0,0,0,Demand_Only
543600011473,0,1,0,0,Inventory_Only
54360031,1,0,0,0,Demand_Only
54360092,1,0,0,0,Demand_Only
544100020290,1,0,0,0,Demand_Only
544100020642,1,0,0,0,Demand_Only
544100020678,1,0,0,0,Demand_Only
544100420024,1,0,0,0,Demand_Only
545200100040,1,0,0,0,Demand_Only
545400980587,0,1,0,0,Inventory_Only
545401070037,1,0,0,0,Demand_Only
545500010663,1,0,0,0,Demand_Only
549003040041,0,1,0,0,Inventory_Only
549005510050,1,0,0,0,Demand_Only
549005641775,1,0,0,0,Demand_Only
549005791384,0,1,0,0,Inventory_Only
549005791396,0,1,0,0,Inventory_Only
549005791499,1,0,0,0,Demand_Only
549006091114,1,0,0,0,Demand_Only
549006110030,1,0,0,0,Demand_Only
549006470022,1,0,0,0,Demand_Only
549006530948,1,0,0,0,Demand_Only
549006531011,0,1,0,0,Inventory_Only
549007060034,1,0,0,0,Demand_Only
549007060046,1,0,0,0,Demand_Only
549007201092,1,0,0,0,Demand_Only
549007601525,1,0,0,0,Demand_Only
549007661170,1,0,0,0,Demand_Only
549008310204,1,0,0,0,Demand_Only
549008310216,1,0,0,0,Demand_Only
549008660082,0,1,0,0,Inventory_Only
549008670040,0,1,0,0,Inventory_Only
549012320014,1,0,0,0,Demand_Only
549801610122,1,0,0,0,Demand_Only
549801610584,1,0,0,0,Demand_Only
549801620085,1,0,0,0,Demand_Only
549900290300,0,1,0,0,Inventory_Only
549900290312,0,1,0,0,Inventory_Only
549900290336,0,1,0,0,Inventory_Only
549900290348,0,1,0,0,Inventory_Only
549900290350,0,1,0,0,Inventory_Only
549900740020,0,1,0,0,Inventory_Only
551200010789,1,0,0,0,Demand_Only
551200011083,1,0,0,0,Demand_Only
551200012269,1,0,0,0,Demand_Only
553000022927,0,1,0,0,Inventory_Only
553000050339,1,0,0,0,Demand_Only
553000110026,1,0,0,0,Demand_Only
555400100071,1,0,0,0,Demand_Only
555400100083,1,0,0,0,Demand_Only
555400100095,1,0,0,0,Demand_Only
555400100101,1,0,0,0,Demand_Only
555400100113,1,0,0,0,Demand_Only
555400100125,1,0,0,0,Demand_Only
555400100137,1,0,0,0,Demand_Only
555400100149,1,0,0,0,Demand_Only
555400100150,1,0,0,0,Demand_Only
555400100162,1,0,0,0,Demand_Only
555400100174,1,0,0,0,Demand_Only
555400100186,1,0,0,0,Demand_Only
555400100198,1,0,0,0,Demand_Only
555400100204,1,0,0,0,Demand_Only
555400100307,1,0,0,0,Demand_Only
555400150025,1,0,0,0,Demand_Only
555400490020,0,1,0,0,Inventory_Only
555400960023,1,0,0,0,Demand_Only
555500020073,1,0,0,0,Demand_Only
556302870142,1,0,0,0,Demand_Only
556302890025,1,0,0,0,Demand_Only
559000820114,0,1,0,0,Inventory_Only
559000990020,1,0,0,0,Demand_Only
559002150021,1,0,0,0,Demand_Only
559003640081,1,0,0,0,Demand_Only
559003640111,1,0,0,0,Demand_Only
559003640123,1,0,0,0,Demand_Only
559003640135,1,0,0,0,Demand_Only
559005960030,0,1,0,0,Inventory_Only
559005960054,0,1,0,0,Inventory_Only
559006210050,0,1,0,0,Inventory_Only
559006210073,1,0,0,0,Demand_Only
559006510160,0,1,0,0,Inventory_Only
560100580056,1,0,0,0,Demand_Only
560400012175,1,0,0,0,Demand_Only
560400022521,1,0,0,0,Demand_Only
560400022790,1,0,0,0,Demand_Only
560400023902,1,0,0,0,Demand_Only
560400024268,1,0,0,0,Demand_Only
560400024281,1,0,0,0,Demand_Only
560400025212,1,0,0,0,Demand_Only
560400025224,1,0,0,0,Demand_Only
560400026514,1,0,0,0,Demand_Only
560400032540,1,0,0,0,Demand_Only
560400160048,1,0,0,0,Demand_Only
560400170030,1,0,0,0,Demand_Only
560400182081,1,0,0,0,Demand_Only
560400182093,1,0,0,0,Demand_Only
560400200046,1,0,0,0,Demand_Only
560400211135,1,0,0,0,Demand_Only
560400211147,1,0,0,0,Demand_Only
560400211329,1,0,0,0,Demand_Only
560400220033,1,0,0,0,Demand_Only
560400240615,1,0,0,0,Demand_Only
560400252563,1,0,0,0,Demand_Only
560401100023,1,0,0,0,Demand_Only
560401110090,1,0,0,0,Demand_Only
560402724117,1,0,0,0,Demand_Only
560402730129,0,1,0,0,Inventory_Only
560402822796,1,0,0,0,Demand_Only
560402860578,1,0,0,0,Demand_Only
560402860580,1,0,0,0,Demand_Only
560402860591,1,0,0,0,Demand_Only
560402860815,1,0,0,0,Demand_Only
560402860839,1,0,0,0,Demand_Only
560402890273,1,0,0,0,Demand_Only
560402890297,1,0,0,0,Demand_Only
560402890303,1,0,0,0,Demand_Only
560402890315,1,0,0,0,Demand_Only
560402890534,1,0,0,0,Demand_Only
560402900096,1,0,0,0,Demand_Only
560402900175,1,0,0,0,Demand_Only
560402911963,1,0,0,0,Demand_Only
560402912165,1,0,0,0,Demand_Only
560402912177,1,0,0,0,Demand_Only
560402912220,1,0,0,0,Demand_Only
560402912256,1,0,0,0,Demand_Only
560402912270,1,0,0,0,Demand_Only
560402912281,1,0,0,0,Demand_Only
560402912311,1,0,0,0,Demand_Only
560402912323,1,0,0,0,Demand_Only
560402912335,1,0,0,0,Demand_Only
560402912347,1,0,0,0,Demand_Only
560402923527,1,0,0,0,Demand_Only
560403020067,1,0,0,0,Demand_Only
560403020079,1,0,0,0,Demand_Only
560403020353,1,0,0,0,Demand_Only
560403020365,1,0,0,0,Demand_Only
560403020377,1,0,0,0,Demand_Only
560403020389,1,0,0,0,Demand_Only
560403082085,1,0,0,0,Demand_Only
560403082322,1,0,0,0,Demand_Only
560403161490,1,0,0,0,Demand_Only
560403161507,1,0,0,0,Demand_Only
560403161635,1,0,0,0,Demand_Only
560403161647,1,0,0,0,Demand_Only
560403161659,1,0,0,0,Demand_Only
560403161660,1,0,0,0,Demand_Only
560403161672,1,0,0,0,Demand_Only
560403181208,1,0,0,0,Demand_Only
560403320063,1,0,0,0,Demand_Only
560403461229,0,1,0,0,Inventory_Only
560403500030,1,0,0,0,Demand_Only
560403610030,1,0,0,0,Demand_Only
560403610077,1,0,0,0,Demand_Only
560403610089,1,0,0,0,Demand_Only
560403680160,1,0,0,0,Demand_Only
560403681886,0,1,0,0,Inventory_Only
560403681989,0,1,0,0,Inventory_Only
560403820199,1,0,0,0,Demand_Only
560403820205,1,0,0,0,Demand_Only
560404002243,1,0,0,0,Demand_Only
560404050330,1,0,0,0,Demand_Only
560404060115,1,0,0,0,Demand_Only
560404260141,1,0,0,0,Demand_Only
560404662516,1,0,0,0,Demand_Only
560404820020,1,0,0,0,Demand_Only
560405010016,1,0,0,0,Demand_Only
560405150136,1,0,0,0,Demand_Only
560405582322,1,0,0,0,Demand_Only
560406180252,1,0,0,0,Demand_Only
560406180264,1,0,0,0,Demand_Only
560406180276,1,0,0,0,Demand_Only
560406200056,1,0,0,0,Demand_Only
560406420020,1,0,0,0,Demand_Only
560406430025,1,0,0,0,Demand_Only
560406470047,1,0,0,0,Demand_Only
560406490058,1,0,0,0,Demand_Only
560406520026,1,0,0,0,Demand_Only
560406900054,1,0,0,0,Demand_Only
560406910072,1,0,0,0,Demand_Only
560406910084,1,0,0,0,Demand_Only
560406910096,1,0,0,0,Demand_Only
560406920041,1,0,0,0,Demand_Only
560407090064,1,0,0,0,Demand_Only
560407690031,1,0,0,0,Demand_Only
560408420497,1,0,0,0,Demand_Only
560408420527,1,0,0,0,Demand_Only
560408420620,1,0,0,0,Demand_Only
560408420631,1,0,0,0,Demand_Only
560412050036,1,0,0,0,Demand_Only
560412070035,1,0,0,0,Demand_Only
560412070047,1,0,0,0,Demand_Only
560412940029,1,0,0,0,Demand_Only
560412960041,1,0,0,0,Demand_Only
560413820032,1,0,0,0,Demand_Only
560414660036,1,0,0,0,Demand_Only
560416370062,1,0,0,0,Demand_Only
560600018677,0,1,0,0,Inventory_Only
56060002,1,0,0,1,Partial_Match
560600028397,1,0,0,0,Demand_Only
560600046685,1,0,0,0,Demand_Only
560600046764,1,0,0,0,Demand_Only
560600066325,1,0,0,0,Demand_Only
560600098247,1,0,0,0,Demand_Only
560600098594,1,0,0,0,Demand_Only
560600099124,1,0,0,0,Demand_Only
560601135847,1,0,0,0,Demand_Only
560601140041,1,0,0,0,Demand_Only
560601181638,1,0,0,0,Demand_Only
560601240023,1,0,0,0,Demand_Only
560601240140,1,0,0,0,Demand_Only
560601307440,1,0,0,0,Demand_Only
560601365117,1,0,0,0,Demand_Only
560601365210,1,0,0,0,Demand_Only
560601471320,1,0,0,0,Demand_Only
560601471446,1,0,0,0,Demand_Only
560601596188,1,0,0,0,Demand_Only
560601647378,1,0,0,0,Demand_Only
560601907157,1,0,0,0,Demand_Only
560601982623,1,0,0,0,Demand_Only
560602423289,1,0,0,0,Demand_Only
560602905521,1,0,0,0,Demand_Only
560602960015,1,0,0,0,Demand_Only
560603050043,1,0,0,0,Demand_Only
560603087327,1,0,0,0,Demand_Only
560603087492,1,0,0,0,Demand_Only
560603257841,1,0,0,0,Demand_Only
560603390036,0,1,0,0,Inventory_Only
560603406263,1,0,0,0,Demand_Only
560603477403,0,1,0,0,Inventory_Only
560603663314,1,0,0,0,Demand_Only
560603663326,1,0,0,0,Demand_Only
560603670057,1,0,0,0,Demand_Only
560604104140,1,0,0,0,Demand_Only
560604104229,1,0,0,0,Demand_Only
560604185620,1,0,0,0,Demand_Only
560604185631,1,0,0,0,Demand_Only
560604185874,1,0,0,0,Demand_Only
560604186131,1,0,0,0,Demand_Only
560604186143,1,0,0,0,Demand_Only
560604295813,1,0,0,0,Demand_Only
560604296362,1,0,0,0,Demand_Only
560604545763,0,1,0,0,Inventory_Only
560604545830,1,0,0,0,Demand_Only
560604970024,1,0,0,0,Demand_Only
560604970097,1,0,0,0,Demand_Only
560605006124,0,1,0,0,Inventory_Only
560605284574,1,0,0,0,Demand_Only
560605305127,1,0,0,0,Demand_Only
560605500088,1,0,0,0,Demand_Only
560605636491,1,0,0,0,Demand_Only
560605790029,1,0,0,0,Demand_Only
560605830027,1,0,0,0,Demand_Only
560606270066,0,1,0,0,Inventory_Only
560606310027,1,0,0,0,Demand_Only
560606600029,1,0,0,0,Demand_Only
560606610254,1,0,0,0,Demand_Only
560607000034,1,0,0,0,Demand_Only
560607046599,1,0,0,0,Demand_Only
560607080029,1,0,0,0,Demand_Only
560607110101,1,0,0,0,Demand_Only
560607460045,1,0,0,0,Demand_Only
560608650073,0,1,0,0,Inventory_Only
560609080021,1,0,0,0,Demand_Only
560609080033,1,0,0,0,Demand_Only
560609140066,1,0,0,0,Demand_Only
560609580030,1,0,0,0,Demand_Only
560609720149,1,0,0,0,Demand_Only
560609830113,1,0,0,0,Demand_Only
560610480321,1,0,0,0,Demand_Only
560610480333,1,0,0,0,Demand_Only
560610480345,1,0,0,0,Demand_Only
560610600065,1,0,0,0,Demand_Only
560610640026,0,1,0,0,Inventory_Only
560610880130,1,0,0,0,Demand_Only
560611710036,1,0,0,0,Demand_Only
560612520073,0,1,0,0,Inventory_Only
560612520681,1,0,0,0,Demand_Only
560613020047,1,0,0,0,Demand_Only
560613030028,1,0,0,0,Demand_Only
560613050027,1,0,0,0,Demand_Only
560613610045,1,0,0,0,Demand_Only
560613610057,1,0,0,0,Demand_Only
560613610069,1,0,0,0,Demand_Only
560613610070,1,0,0,0,Demand_Only
560613610082,1,0,0,0,Demand_Only
560614200069,0,1,0,0,Inventory_Only
560614200161,0,1,0,0,Inventory_Only
560618310155,1,0,0,0,Demand_Only
560623880422,1,0,0,0,Demand_Only
560623880434,1,0,0,0,Demand_Only
560629240029,0,1,0,0,Inventory_Only
560629410026,1,0,0,0,Demand_Only
560800130618,1,0,0,0,Demand_Only
560800130709,1,0,0,0,Demand_Only
560800130801,1,0,0,0,Demand_Only
560800131118,1,0,0,0,Demand_Only
560800150253,1,0,0,0,Demand_Only
560800150400,1,0,0,0,Demand_Only
560800310566,0,1,0,0,Inventory_Only
560800820064,1,0,0,0,Demand_Only
561100193357,0,1,0,0,Inventory_Only
561100196700,0,1,0,0,Inventory_Only
561100196711,0,1,0,0,Inventory_Only
56110029,1,0,0,0,Demand_Only
561100610254,0,1,0,0,Inventory_Only
561100610631,0,1,0,0,Inventory_Only
561100820029,0,1,0,0,Inventory_Only
561101410169,0,1,0,0,Inventory_Only
561183521801,1,0,0,0,Demand_Only
56119033,1,0,1,1,Partial_Match
56119537,1,0,1,1,Partial_Match
561195541320,0,1,0,0,Inventory_Only
561195541757,0,1,0,0,Inventory_Only
561195810069,1,0,0,0,Demand_Only
561195901105,0,1,0,0,Inventory_Only
561195931365,0,1,0,0,Inventory_Only
561195950165,0,1,0,0,Inventory_Only
561195950189,0,1,0,0,Inventory_Only
561196111850,0,1,0,0,Inventory_Only
561196180021,1,0,0,0,Demand_Only
561196700041,0,1,0,0,Inventory_Only
561196700053,0,1,0,0,Inventory_Only
561196700077,0,1,0,0,Inventory_Only
561196730082,1,0,0,0,Demand_Only
561196730094,1,0,0,0,Demand_Only
561196730150,1,0,0,0,Demand_Only
561196840379,0,1,0,0,Inventory_Only
561196840628,0,1,0,0,Inventory_Only
561196841141,0,1,0,0,Inventory_Only
561196960051,0,1,0,0,Inventory_Only
561197050091,0,1,0,0,Inventory_Only
561197050170,0,1,0,0,Inventory_Only
561197150292,0,1,0,0,Inventory_Only
561197230263,0,1,0,0,Inventory_Only
561197230299,0,1,0,0,Inventory_Only
561197230354,0,1,0,0,Inventory_Only
561197240050,0,1,0,0,Inventory_Only
561197240086,0,1,0,0,Inventory_Only
561197390023,0,1,0,0,Inventory_Only
561197450238,0,1,0,0,Inventory_Only
561197530131,0,1,0,0,Inventory_Only
561197530143,0,1,0,0,Inventory_Only
561197890093,0,1,0,0,Inventory_Only
561197900098,0,1,0,0,Inventory_Only
561197980288,0,1,0,0,Inventory_Only
561197990166,0,1,0,0,Inventory_Only
561198090023,0,1,0,0,Inventory_Only
561198280055,0,1,0,0,Inventory_Only
561198320168,0,1,0,0,Inventory_Only
561198350264,0,1,0,0,Inventory_Only
561198350732,0,1,0,0,Inventory_Only
561198350768,0,1,0,0,Inventory_Only
561198420096,0,1,0,0,Inventory_Only
561198730097,0,1,0,0,Inventory_Only
561199220029,0,1,0,0,Inventory_Only
561199260027,0,1,0,0,Inventory_Only
561199380148,0,1,0,0,Inventory_Only
561199820045,0,1,0,0,Inventory_Only
561300052071,1,0,0,0,Demand_Only
561300090655,0,1,0,0,Inventory_Only
561300651264,1,0,0,0,Demand_Only
561300652270,1,0,0,0,Demand_Only
561300652281,1,0,0,0,Demand_Only
561300652293,1,0,0,0,Demand_Only
561300652300,1,0,0,0,Demand_Only
561300652311,1,0,0,0,Demand_Only
561300672279,1,0,0,0,Demand_Only
561300672991,0,1,0,0,Inventory_Only
561300850030,1,0,0,0,Demand_Only
561300961344,1,0,0,0,Demand_Only
561301300025,1,0,0,0,Demand_Only
