PL_Code,Description,Business_Unit,Criticality_Class,Forecast_Method,Forecast_Annual,Forecast_Monthly,Lead_Time_Days,Demand_During_LT,Safety_Stock,ROP,Current_Stock,Reorder_Gap,Stock_Status
560403020365,Front Panel VUR-P with Lightening Protection (Altpro make),MAS,Critical,SBA,1254.0,104.5,209.0,717.55,106.02,823.57,0.0,823.57,Critical Shortage
560403020389,Sensor Shield Left & Right for rail type UIC60 (Altpro Make),MAS,Critical,SBA,1254.0,104.5,209.0,717.55,106.02,823.57,0.0,823.57,Critical Shortage
561620291568,TRACK FEED RESISTANCE 0-30 OHMS,MAS,Critical,Croston,674.02,56.168,91.0,167.93,614.68,782.61,13.0,769.61,Critical Shortage
539849150019,EWS LOCK (1 KEY FOR 10 LOCKS),MAS,Non-Critical,TSB,461.83,38.486,364.0,460.25,305.29,765.54,1020.0,-254.46,Healthy
539810221015,Jacketed wire Rope 3.6 Mtrs 6mm dia,MAS,Non-Critical,TSB,50.43,4.202,618.0,85.33,677.04,762.37,0.0,762.37,Critical Shortage
462100771569,Copper tape of Size 25mm x 3mm,MAS,Non-Critical,TSB,797.41,66.451,170.0,371.14,375.22,746.36,764.0,-17.64,Healthy
539802239713,25 mm Conduit PVC Pipe as per RDSO /SPN/217/2018 ver - 2 -D1 With accessories,MAS,Non-Critical,TSB,651.69,54.308,229.5,409.48,305.25,714.73,0.0,714.73,Critical Shortage
565099844849,FUSE ND 4 Amps,MAS,Non-Critical,TSB,1225.37,102.114,75.0,251.62,431.9,683.52,1050.0,-366.48,Healthy
50540324,LOW MAINTENANCE LEAD ACID  STATIONARY SECONDARY CELLS  2V/80AH CAPACITY AT  10 HRS RATE OF DISCHARGE....,MAS,Critical,Croston,2466.12,205.51,47.0,317.34,348.67,666.01,121.0,545.01,Critical Shortage
563045841289,Gauge Tie Plate Insulation Complete Set,MAS,Non-Critical,Croston,1086.39,90.533,82.0,243.9,371.61,615.51,0.0,615.51,Critical Shortage
556302890025,FIT & FORGET BOND WIRE 1.5 Mtrs 4mm dia,MAS,Non-Critical,TSB,222.28,18.523,437.5,266.25,332.94,599.19,0.0,599.19,Critical Shortage
560600098594,PBT terminals 25mm/ 60mm centre and PBT Fuse blocks with necessary inspection as per specification/ ....,MAS,Critical,SBA,381.1,31.758,106.0,110.6,457.28,567.88,0.0,567.88,Critical Shortage
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",MAS,Non-Critical,Croston,1082.64,90.22,101.0,299.37,234.69,534.06,1920.0,-1385.94,Excess
563046150136,Ground Connection TWS Insulation Set as per IRS S40/84 for 220mm IRS Type Point Machine,MAS,Critical,TSB,257.6,21.467,519.0,366.04,151.24,517.28,190.0,327.28,Critical Shortage
539827750105,FIT & FORGET BOND WIRE 4 MTRS 4MM DIA,MAS,Non-Critical,SBA,1200.48,100.04,117.0,384.55,112.34,496.89,0.0,496.89,Critical Shortage
565094316200,Electronic/ RFID Cable Route Marker,MAS,Non-Critical,TSB,330.81,27.567,215.0,194.73,298.64,493.37,1610.0,-1116.63,Excess
402500150037,PVC Copper Cable 25 Sqmm Used for the DDTC 24 ALSTOM Make AFTC @ ABC Connection.,MAS,Critical,TSB,246.83,20.569,228.0,154.08,300.67,454.75,0.0,454.75,Critical Shortage
56502606,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.IRS-S.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL C....,MAS,Critical,TSB,394.36,32.863,72.5,78.28,362.86,441.14,96.0,345.14,Critical Shortage
539821910020,L Bracket Insulation (Sets) Nylon,MAS,Non-Critical,TSB,493.13,41.094,82.0,110.71,316.75,427.46,1098.0,-670.54,Excess
539805046570,CRANK HANDLE FOR IRS POINT MACHINE,MAS,Non-Critical,TSB,241.25,20.104,128.0,84.54,318.65,403.19,227.0,176.19,Shortage
611600160147,Dr.Fixit Applicator Gun + Silicone Sealant (White/Clear/Black),MAS,Non-Critical,TSB,513.07,42.756,197.0,276.73,101.65,378.38,0.0,378.38,Critical Shortage
569005120027,FIRE ALARM FAULT ISOLATOR WITH BACK BOX AS PER RDSO/SPN/217/2018-VER 2.0,MAS,Critical,TSB,62.66,5.222,668.0,114.6,263.09,377.69,2.0,375.69,Critical Shortage
725804740138,Single Piece Spring Inserted Reusable Seize nut of size (Size M-16) Lock Nut M-016 Specifications: M....,MAS,Non-Critical,SBA,1710.0,142.5,45.0,210.68,146.42,357.1,0.0,357.1,Critical Shortage
551200012269,Springs in set for KEY LOCK E-TYPE One Set Consisting of :- 1) Tumbler Spring to Drg No.CWM 02806- 3....,MAS,Non-Critical,SBA,449.47,37.456,162.0,199.35,152.71,352.06,1275.0,-922.94,Excess
861600960026,FIRE ALARM ANALOGUE ADDRESSABLE AND RESETTABLE MANUAL CALL POINT WITH BACK BOX  AS PER RDSO/SPN/217/....,MAS,Critical,TSB,163.04,13.587,367.0,163.82,186.93,350.75,19.0,331.75,Critical Shortage
569070440033,Three Point Safety nut with bolt and socket for Ground Connection 220mm Stroke 1)Multi Point Trunca....,MAS,Non-Critical,Croston,354.02,29.502,234.5,227.29,119.94,347.23,79.0,268.23,Critical Shortage
725804740126,Single Piece Spring Inserted Reusable Seize nut of size (Size M-14) Lock Nut M-014 Specifications: M....,MAS,Non-Critical,SBA,1520.0,126.667,46.0,191.43,131.59,323.02,100.0,223.02,Critical Shortage
560603087327,RELAY LED ECR QECX-61 [4F/4B],MAS,Critical,Croston,553.0,46.083,65.0,98.41,213.67,312.08,0.0,312.08,Critical Shortage
539812601022,Mainteners Head Lamp (LED),MAS,Non-Critical,TSB,176.06,14.672,346.0,166.78,144.07,310.85,13.0,297.85,Critical Shortage
56468052,"YELLOW aspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC ....",MAS,Critical,Croston,309.94,25.828,52.0,44.13,258.87,303.0,6.0,297.0,Critical Shortage
83057225,FILE BOOKS FILE COVER WITH 1.3 CM WIDETAPE & 2 TAGS 50 CM OR OVER THIN 250 MM X 370 MM TO GISO APPD.....,MAS,Non-Critical,SBA,228.0,19.0,437.0,272.79,11.0,283.79,0.0,283.79,Critical Shortage
565197991932,Inlight High Visibility Warning Clothing Waist Coat Fluorescent Orange - Red (Type - 2),MAS,Non-Critical,TSB,1358.37,113.197,38.0,141.32,122.55,263.87,158.0,105.87,Shortage
560402860839,Input amplifier Module (UP) Altpro make,MAS,Critical,TSB,255.84,21.32,209.0,146.39,105.59,251.98,3.0,248.98,Critical Shortage
539812690020,INSULATION FOR D BRACKET (Sets) NYLON,MAS,Non-Critical,TSB,171.35,14.279,83.0,38.94,210.02,248.96,0.0,248.96,Critical Shortage
539810200050,FIT & FORGET BOND WIRE 2 MTRS 4MM DIA,MAS,Non-Critical,TSB,767.01,63.917,49.0,102.9,134.57,237.47,0.0,237.47,Critical Shortage
539805714955,LED based stencil type route indicator (2Way) white LED (With Housing) as per the following specific....,MAS,Non-Critical,SBA,159.6,13.3,513.0,224.16,12.16,236.32,0.0,236.32,Critical Shortage
567900058715,RELAY QNA1K (6F-6B) WITH ACCESSORIES,MAS,Critical,TSB,90.1,7.508,668.0,164.78,71.46,236.24,90.0,146.24,Critical Shortage
539812840016,CHOKE B TYPE,MAS,Critical,TSB,347.62,28.968,103.0,98.03,138.04,236.07,812.0,-575.93,Excess
56502540,FUSE NON DETERIORATING TYPE TO RDSO SPECN NO.78/92 OR LATEST CARTRIDGE TYPE WITH CYLINDRICAL CAP 2 X....,MAS,Critical,TSB,794.26,66.188,29.0,63.06,168.11,231.17,250.0,-18.83,Healthy
560402890534,Rail Wheel Sensors ZK24-2 (Altpro Make),MAS,Critical,TSB,227.63,18.969,185.0,115.3,107.72,223.02,0.0,223.02,Critical Shortage
56468039,"RED ASPECT MAIN LED SIGNAL, 110V AC RETROFITTABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC LED....",MAS,Critical,Croston,244.53,20.378,63.5,42.51,176.65,219.16,44.0,175.16,Critical Shortage
549801610122,TRACK FEED BATTERY CHARGERS 110VAC/2-8VDC/10Amps,MAS,Critical,Croston,441.13,36.761,86.0,103.87,115.21,219.08,53.0,166.08,Critical Shortage
56468040,"GREENaspect Main LED signal, 110 V AC Retrofitable in existing CLS Housing and compatible with AC LE....",MAS,Critical,Croston,189.73,15.811,83.0,43.11,170.55,213.66,29.0,184.66,Critical Shortage
725804740114,Single Piece Spring Inserted Reusable Seize nut of size (Size M-12) Lock Nut M-012 Specifications: M....,MAS,Non-Critical,SBA,1140.0,95.0,33.0,103.0,107.92,210.92,100.0,110.92,Critical Shortage
563046150185,Insulation Set for Ground Connection as per IRS S40/84 for 143mm IRS Type Point Machine,MAS,Critical,TSB,145.57,12.131,298.0,118.77,90.95,209.72,229.0,-19.28,Healthy
560402912323,Line Verification Box (Altpro make),MAS,Critical,SBA,319.2,26.6,209.0,182.65,26.99,209.64,0.0,209.64,Critical Shortage
560629410026,B023 Rack Frame (Altpro make),MAS,Critical,SBA,319.2,26.6,209.0,182.65,26.99,209.64,0.0,209.64,Critical Shortage
560403161672,Reset Box (Altpro make),MAS,Critical,SBA,319.2,26.6,209.0,182.65,26.99,209.64,0.0,209.64,Critical Shortage
469041991352,GI Flat of Size 1050X25X3mm to connect all cable armours to earth,MAS,Non-Critical,SBA,456.0,38.0,127.0,158.55,48.89,207.44,0.0,207.44,Critical Shortage
560601596188,LED 5mm Various Colour with Holder Resistance cable copper coated  for Panels,MAS,Non-Critical,SBA,2280.0,190.0,18.0,112.36,92.03,204.39,0.0,204.39,Critical Shortage
560402724117,FRAUSCHER Make MSDAC LINE VERIFICATION BOXLVB-01,MAS,Critical,SBA,71.25,5.938,604.0,117.82,81.92,199.74,71.0,128.74,Critical Shortage
79315604,"INDUSTRIAL SAFETY FOOTWEAR CONFIRMING TO IS: 15298 PART 2, 2002 TO CLASSIFICATION I, DESIGN 'A' FOR ....",MAS,Non-Critical,TSB,69.88,5.823,80.0,15.31,174.3,189.61,0.0,189.61,Critical Shortage
50550081,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V/ 200AH CAPACITY  AT 10 HRS. RATE OF DISCHARG....,MAS,Critical,TSB,976.52,81.377,21.0,56.14,129.12,185.26,75.0,110.26,Critical Shortage
565198792645,Rotary Key Transmitter (RKT),MAS,Critical,TSB,112.94,9.412,404.0,124.92,57.65,182.57,5.0,177.57,Critical Shortage
56508116,RELAY QN1 8F/8B PLUG IN TYPE,MAS,Critical,Croston,797.54,66.462,33.0,72.06,109.04,181.1,256.0,-74.9,Healthy
560602960015,"Electrolytic Condensor 50V DC-5000 Mfd , Make Keltron, Samwha, Panasonic only FIrm offer:Make Keltro....",MAS,Non-Critical,TSB,556.8,46.4,33.0,50.31,128.92,179.23,1325.0,-1145.77,Excess
50541523,LOW MAINTENANCE LEAD ACID STATIONARY SECONDARY CELLS 2V /120 AH   TO SPECIFICATION.IRS:S-88/2004 or ....,MAS,Critical,TSB,212.25,17.688,45.5,26.44,151.77,178.21,3.0,175.21,Critical Shortage
539836410034,EPOXY GEL COAT RED,MAS,Non-Critical,TSB,366.87,30.573,96.0,96.43,81.11,177.54,165.0,12.54,Shortage
56468027,ROUTE LED SIGNAL LIGHTING UNIT 100V AC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WITH AC ....,MAS,Critical,Croston,272.61,22.718,67.0,50.01,120.8,170.81,10.0,160.81,Critical Shortage
469062580055,RELEASED CATENARY WIRE 65 sqmm,MAS,Non-Critical,SBA,757.83,63.153,44.0,91.29,74.47,165.76,148.95,16.81,Shortage
539821091100,Thermo Shrinkable Cable Joint Kit for  6 Quad Cable,MAS,Critical,TSB,224.57,18.714,94.0,57.79,98.06,155.85,4.0,151.85,Critical Shortage
563045831600,IRS Point Machine 220 mm Stroke (IP 67 WITH 400 Volt AC Immunity),MAS,Critical,SBA,118.41,9.867,315.5,102.28,53.07,155.35,11.0,144.35,Critical Shortage
539844530070,Bridge Clamp Assembly (Galvanized),MAS,Non-Critical,TSB,98.38,8.198,304.5,82.02,70.23,152.25,46.0,106.25,Critical Shortage
569003510057,FIRE ALARM CONTROL MODULE WITH BACKBOX WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2.0,MAS,Critical,TSB,55.69,4.641,367.0,55.96,95.82,151.78,4.0,147.78,Critical Shortage
565198382364,"Retro Reflactive A"" Marker",MAS,Non-Critical,SBA,90.2,7.517,467.0,115.33,34.11,149.44,200.0,-50.56,Healthy
539844210026,CT Box Sheet Iron MS,MAS,Non-Critical,SBA,189.18,15.765,191.0,98.93,47.28,146.21,0.0,146.21,Critical Shortage
551200010789,E -TYPE LOCK,MAS,Critical,TSB,144.45,12.037,137.5,54.38,90.2,144.58,156.0,-11.42,Healthy
860130141200,CO2 Fire extinguisher 4.5Kg capacity with all fittings and accessories.,MAS,Non-Critical,TSB,72.86,6.072,213.5,42.59,101.24,143.83,0.0,143.83,Critical Shortage
539896580138,Isolation Transformer 600:470 ohms as per RDSO Spec. No. IRS:TC/76-2000 with Amendment 1 or latest.,MAS,Non-Critical,TSB,157.48,13.123,196.0,84.51,58.2,142.71,202.0,-59.29,Healthy
539811281019,"AFTC Lead wire for the use from TU/TCU/ETU to rail connectivity, consist to long lead wire made of 5....",MAS,Non-Critical,TSB,318.03,26.502,68.0,59.21,80.78,139.99,40.0,99.99,Critical Shortage
569003530032,FIRE ALARM AUDIO VISUAL ALARM (HOOTER AND STROBE) WITH BACK BOX AS PER RDSO/SPN/217/2018 VER - 2.0,MAS,Critical,TSB,53.66,4.472,367.0,53.92,85.05,138.97,43.0,95.97,Critical Shortage
569003580035,FIRE ALARM ZONE INTERFACE MODULE WITH IN BUILT ISOLATOR AS PER RDSO/SPN/217/2018-VER 2,MAS,Critical,TSB,69.59,5.799,367.0,69.92,66.55,136.47,7.0,129.47,Critical Shortage
560605830027,Condenser 2200 MFD 50V,MAS,Non-Critical,TSB,101.73,8.478,33.0,9.19,126.71,135.9,0.0,135.9,Critical Shortage
56450217,RELAYS -SPECIAL  TYPE- METAL TO  CARBON -QSPAI- CONFIRMATION SPECN. BRS.933A.,MAS,Critical,TSB,220.05,18.338,119.5,71.99,60.63,132.62,2.0,130.62,Critical Shortage
56985800,ELECTRONIC FAIL SAFE TIMER 60 SECONDS,MAS,Critical,TSB,17.32,1.443,382.0,18.11,114.48,132.59,0.0,132.59,Critical Shortage
563000011681,Ground connection for 220mm stroke point machine,MAS,Critical,SES/Holt,70.15,5.846,365.5,70.2,61.62,131.82,5.0,126.82,Critical Shortage
569003011284,"Fire Alarm TCP/IP for Single loop addressable fire alarm control panel, Ethernet Module",MAS,Critical,SBA,63.84,5.32,668.0,116.76,14.89,131.65,1.0,130.65,Critical Shortage
56450229,"RELAY AC IMMUNE PLUG IN TYPE STYLE QTA2/UTA2 CONFORMING TO BRS - 939A,BRS.966 (APPENDIX F-21) & IRS.....",MAS,Critical,Croston,406.73,33.894,51.0,56.79,73.39,130.18,1.0,129.18,Critical Shortage
721339354568,4 Pin Key with 3/8 Reversible Ratchet Handle,MAS,Non-Critical,Croston,141.21,11.768,234.5,90.66,34.75,125.41,37.0,88.41,Critical Shortage
721437670023,Wrench Type Socket for Multi Point Truncated Conical Safety Nut Assembly,MAS,Non-Critical,Croston,141.21,11.768,234.5,90.66,34.75,125.41,37.0,88.41,Critical Shortage
569003520038,FIRE ALARM EOL AS PER RDSO/SPN/217/2018/VER - 2,MAS,Critical,TSB,26.04,2.17,668.0,47.62,72.63,120.25,9.0,111.25,Critical Shortage
56462050,AC SHUNT SIGNAL (LED) WITH INBUILT CURRENT REGULATOR WITH RDSO INSPECTION. RDSO SPE. NO. RDSO/SPN/15....,MAS,Critical,Croston,234.11,19.509,70.5,45.19,72.05,117.24,0.0,117.24,Critical Shortage
539836000026,Retro reflective Arrow Marker,MAS,Non-Critical,TSB,111.66,9.305,131.0,40.05,75.69,115.74,0.0,115.74,Critical Shortage
539812480024,DTC-921 ALSTOM AFTC MODEM HF CARD,MAS,Critical,SBA,77.36,6.447,491.0,103.99,10.91,114.9,0.0,114.9,Critical Shortage
560402912311,Lightening Protection Board (ZAG2Z) Altpro make,MAS,Critical,TSB,102.72,8.56,209.0,58.78,55.98,114.76,4.0,110.76,Critical Shortage
469033852322,Enameled Number Plates,MAS,Non-Critical,SBA,250.8,20.9,127.0,87.2,26.89,114.09,0.0,114.09,Critical Shortage
563045831843,Galvanized Ground Connection for 220mm Point machine with Clamp Point Lockbar Assembly,MAS,Critical,SBA,114.54,9.545,233.0,73.07,40.49,113.56,0.0,113.56,Critical Shortage
565199410343,Fault analysis terminal for analyzing IPS and ELD faults and generating reports by interfacing with ....,MAS,Non-Critical,SBA,86.64,7.22,403.0,95.59,11.87,107.46,0.0,107.46,Critical Shortage
409002561998,Cable PVC Wire Coil 3/20 Copper,MAS,Critical,Croston,51.87,4.322,190.0,26.98,80.15,107.13,1.0,106.13,Critical Shortage
461500560400,GI Flat of Size 550X25X3mm to connect all cable armours to earth,MAS,Non-Critical,SBA,228.0,19.0,127.0,79.28,24.45,103.73,0.0,103.73,Critical Shortage
569900780080,FUSE terminal block with LED indication up to 2.5sq.mm screw type 1 IN 1 OUT,MAS,Non-Critical,TSB,72.03,6.003,132.0,26.03,75.29,101.32,250.0,-148.68,Excess
771600011349,"Pidilite WD-40, Multiple Maintenance Spray - 420 ml (341g)",MAS,Non-Critical,TSB,136.23,11.352,197.0,73.48,27.24,100.72,0.0,100.72,Critical Shortage
569003010085,FIRE ALARM NETWORKABLE SINGLE LOOP ADDRESSABLE FIRE ALARM CONTROL PANEL AS PER RDSO/SPN/217/2018-VER....,MAS,Critical,TSB,42.19,3.516,367.0,42.39,55.21,97.6,1.0,96.6,Critical Shortage
569894550039,"GLASS FUSE LINKS OF 400MA,1.6A,2A,4A,6.3A & 10A CAPACITY",MAS,Non-Critical,SBA,144.34,12.028,116.0,45.84,50.88,96.72,0.0,96.72,Critical Shortage
528100010050,Condenser 1000 MFD 50V,MAS,Non-Critical,TSB,101.14,8.428,33.0,9.14,86.94,96.08,336.0,-239.92,Excess
569003010073,FIRE ALARM ANALOGUE CONTROLLER FOR LHS CABLE AS PER RDSO/SPN/217/2018/ Ver - 2,MAS,Critical,TSB,41.08,3.423,367.0,41.28,54.49,95.77,9.0,86.77,Critical Shortage
77091310,"PAINT READY MIXED RED OXIDE (ISC 446) BRUSHING, FINISHING, GLOSSY FOR GENERAL PURPOSES TO  RDSO SPEC....",MAS,Non-Critical,SBA,108.79,9.066,218.0,64.93,30.84,95.77,0.0,95.77,Critical Shortage
560403820199,Multi section Digital Axle Counter (MSDAC) G G Tronics make Complete system as per RDSO/SPN/176/2013....,MAS,Critical,SBA,45.6,3.8,668.0,83.4,10.27,93.67,0.0,93.67,Critical Shortage
569003560048,FIRE ALARM RELAY MODULE WITH BACK BOX AND ACESSORIES AS PER RDSO/SPN/217/2018-VER 2.0,MAS,Critical,TSB,41.61,3.467,367.0,41.81,51.79,93.6,1.0,92.6,Critical Shortage
569003530044,FIRE ALARM GSM INTERFACE MODULE FOR INTERFACING WITH CONTROL PANEL AS PER RDSO/SPN/217/2018-VER 3.0 ....,MAS,Critical,TSB,41.42,3.452,367.0,41.62,51.79,93.41,11.0,82.41,Critical Shortage
56500464,APPARATUS CASE HALF GRS TYPE,MAS,Critical,TSB,114.29,9.524,147.0,46.0,44.14,90.14,0.0,90.14,Critical Shortage
539820860021,RCC CABLE MARKERS AS PER DRAWING No.CSTE/CN/OFC/1,MAS,Non-Critical,TSB,109.5,9.125,127.0,38.07,49.18,87.25,159.0,-71.75,Healthy
561548500026,BATTERY SECONDARY CELLS 300AH/2V UNCHARGED,MAS,Critical,SBA,151.37,12.614,71.0,29.42,53.24,82.66,0.0,82.66,Critical Shortage
567922200024,IRS Point Machine 143 mm Stroke (IP 67 Type 400 Volte),MAS,Critical,TSB,72.3,6.025,257.5,50.97,30.5,81.47,9.0,72.47,Critical Shortage
539836000051,Retro Reflective C marker,MAS,Non-Critical,TSB,71.33,5.944,161.0,31.44,48.39,79.83,95.0,-15.17,Healthy
77091607,PAINT READY MIXED BRUSHING FINISHING EXTERIOR SEMI GLOSS FOR GENERAL PURPOSE BLACK TO IS. 13607-92 I....,MAS,Non-Critical,SBA,57.0,4.75,428.0,66.79,10.68,77.47,0.0,77.47,Critical Shortage
539829590166,HBL make DC-DC Converters  DC-DC 24-40V/10A with fittings and wiring to complete the installation as....,MAS,Critical,SBA,127.27,10.606,179.0,62.37,11.39,73.76,1.0,72.76,Critical Shortage
563000014475,IRS Electrical point machine 143mm IP 65 400V ACI,MAS,Non-Critical,TSB,101.84,8.487,206.0,57.44,15.6,73.04,0.0,73.04,Critical Shortage
539863350028,SPECIAL EARTHING AND BONDING SYSTEM AS PER RDSO SPEC. RDSO/SPN/197/2008 OR LATEST,MAS,Critical,TSB,79.42,6.618,105.0,22.83,50.21,73.04,6.0,67.04,Critical Shortage
569003010103,FIRE ALARM MULTI SENSOR DETECTOR DUAL OPTICAL/THERMAL WITH ROTARIES AND BACK BOXES INCLUDING BASE,MAS,Critical,SBA,134.8,11.233,100.0,36.91,33.88,70.79,0.0,70.79,Critical Shortage
502355361120,"Fire Alarm Power supply for Aspiration (AIR Sampling) Type smoke detector Power supply  (24V DC, 5A)....",MAS,Critical,TSB,24.34,2.028,668.0,44.52,24.97,69.49,0.0,69.49,Critical Shortage
56500026,APPRATUS CASE GRS TYPE,MAS,Critical,TSB,96.98,8.082,132.0,35.05,34.09,69.14,0.0,69.14,Critical Shortage
56301571,ROTARY TYPE  ELECTRICAL POINT MACHINE IRS 143MM STROKE,MAS,Critical,TSB,16.93,1.411,274.0,12.7,55.67,68.37,0.0,68.37,Critical Shortage
560606610254,Surge protection device (SPD) Class C for 24V DC as per specification in the enclosure ( One set con....,MAS,Non-Critical,SBA,27.03,2.252,668.0,49.43,18.93,68.36,4.0,64.36,Critical Shortage
539838080062,Digital Clamp on Ground Resistance Tester with Leakage Current Measurement,MAS,Non-Critical,TSB,95.77,7.981,190.5,49.95,18.13,68.08,14.0,54.08,Critical Shortage
569002491213,DC DC CONVERTER (GALLANT) 110/24/10A,MAS,Non-Critical,SBA,83.08,6.923,190.0,43.22,24.25,67.47,0.0,67.47,Critical Shortage
544100020290,Colour Light Signal Post 4.5 mts Length,MAS,Critical,TSB,68.13,5.677,117.0,21.82,45.6,67.42,0.0,67.42,Critical Shortage
565100920603,Revolving Chair with head rest,MAS,Non-Critical,SBA,91.2,7.6,229.0,57.18,10.17,67.35,0.0,67.35,Critical Shortage
565100920627,Maintenance Table 2mtrX0.8Mtr,MAS,Non-Critical,SBA,91.2,7.6,229.0,57.18,10.17,67.35,0.0,67.35,Critical Shortage
539820980087,Nylon Rain Coat shirt with cap and pant,MAS,Non-Critical,SBA,29.22,2.435,611.0,48.88,18.01,66.89,0.0,66.89,Critical Shortage
560403161647,Power Supply Module (DC 12) Altpro make,MAS,Critical,TSB,48.92,4.077,262.5,35.16,30.21,65.37,1.0,64.37,Critical Shortage
560403161635,Main board (Altpro Make),MAS,Critical,TSB,48.73,4.061,262.5,35.02,30.21,65.23,2.0,63.23,Critical Shortage
560403161659,Connector Board (KP) Altpro make,MAS,Critical,TSB,48.73,4.061,262.5,35.02,30.21,65.23,2.0,63.23,Critical Shortage
569034910070,Micro Processor Unit (MPU) Altpro make,MAS,Critical,TSB,48.73,4.061,262.5,35.02,30.21,65.23,2.0,63.23,Critical Shortage
560403161660,Relay Output Module (RE) Altpro make,MAS,Critical,TSB,66.35,5.529,209.0,37.97,27.07,65.04,0.0,65.04,Critical Shortage
563045881664,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,MAS,Critical,TSB,195.71,16.309,35.0,18.75,45.61,64.36,20.0,44.36,Critical Shortage
539896830106,Safety Fuse Terminal Block with IP67 Enclosure for 8 Channel ELD Specifications of Terminal Fuse Blo....,MAS,Non-Critical,TSB,33.37,2.781,318.0,29.05,34.81,63.86,0.0,63.86,Critical Shortage
560408420497,FRAUSCHER make MSDAC Wheel sensor with 10-meter cable RSR 180-001 (Version-GS05 Part no.23529 as per....,MAS,Critical,SBA,48.59,4.049,342.0,45.5,18.2,63.7,8.0,55.7,Critical Shortage
56451027,RELAY AC IMMUNE PLUG IN TYPE STYLE QBCA1  CONFORMING TO BRS - 943 IRS.S.34 & IRS.S.23 OR LATEST,MAS,Non-Critical,Croston,383.06,31.922,34.0,35.66,27.3,62.96,4.0,58.96,Critical Shortage
539835220262,Calling on Signal Unit,MAS,Non-Critical,TSB,47.62,3.968,353.0,46.02,16.19,62.21,70.0,-7.79,Healthy
521102480039,232 - 485 Converter,MAS,Non-Critical,SBA,364.8,30.4,54.0,53.93,6.82,60.75,0.0,60.75,Critical Shortage
569020690029,DIN Channel for the Terminal,MAS,Non-Critical,SBA,55.72,4.643,184.0,28.07,32.63,60.7,125.0,-64.3,Excess
543100020163,Surface base to suit CLS Signal pole 140MM dia,MAS,Critical,Croston,84.27,7.022,96.0,22.15,38.47,60.62,28.0,32.62,Critical Shortage
521102480040,USB TO 485 converter,MAS,Non-Critical,SBA,364.8,30.4,53.0,52.93,6.75,59.68,0.0,59.68,Critical Shortage
563000200301,IRS Point machine 143mm stroke 160V ACI IP 67 with MS sheet iron CT box,MAS,Critical,SBA,53.45,4.454,279.0,40.83,18.77,59.6,0.0,59.6,Critical Shortage
56468064,- CALLING ON LED SIGNAL LIGHTING UNIT 100VAC RE-PROFITABLE IN EXISTING CLS HOUSING AND COMPATIBLE WI....,MAS,Critical,TSB,80.96,6.747,59.0,13.08,45.51,58.59,13.0,45.59,Critical Shortage
869037530032,"Unbranded Medium strength Thread Locking Adhesive, Size 50 milliliter",MAS,Non-Critical,TSB,96.12,8.01,76.0,20.0,38.29,58.29,0.0,58.29,Critical Shortage
539809943550,Battery cable 25 Sq.mm Red Cable: 10Mtrs Length Cable with Lugs on both sides and 25 Sq.mm Black Cab....,MAS,Non-Critical,SBA,171.0,14.25,105.0,49.16,8.71,57.87,0.0,57.87,Critical Shortage
564682030017,"SIGNALS, COLOUR LIGHT, MULTI UNIT TYPE, SEARCH LIGHT TYPE.",MAS,Critical,TSB,8.8,0.733,668.0,16.09,41.48,57.57,0.0,57.57,Critical Shortage
45174416,HYDROMETER ASSEMBLY COMPLETE AS PER SEL DRG 126 CONSISTING OF (1) HYDROMETER GRADUATED FROM 1.100 TO....,MAS,Non-Critical,SES/Holt,102.91,8.576,144.0,40.57,16.31,56.88,55.0,1.88,Shortage
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,MAS,Critical,TSB,11.54,0.962,269.0,8.5,47.72,56.22,0.0,56.22,Critical Shortage
560402900175,Power Supply Protection Module (ZANAP) Altpro make,MAS,Critical,TSB,50.7,4.225,209.0,29.01,27.11,56.12,1.0,55.12,Critical Shortage
543000010147,Colour Light Signal Unit 4 Aspect with out LED (Alluminium Casting),MAS,Critical,TSB,51.11,4.259,212.0,29.67,25.92,55.59,5.0,50.59,Critical Shortage
560610600065,Non Flammable Electronic Contact Cleaner,MAS,Non-Critical,TSB,106.58,8.882,49.0,14.3,40.06,54.36,0.0,54.36,Critical Shortage
567918190044,Relay QL1 (11F/4B) With Accessories,MAS,Critical,TSB,79.61,6.634,99.0,21.58,31.73,53.31,40.0,13.31,Shortage
560609140066,Stop Board of Aluminium Composite materials with Reflective Sticker,MAS,Non-Critical,SBA,228.0,19.0,75.0,46.82,6.38,53.2,0.0,53.2,Critical Shortage
563047180021,IRS POINT MACHINE 220MM STROKE,MAS,Critical,SBA,70.97,5.914,127.0,24.68,27.82,52.5,0.0,52.5,Critical Shortage
