PL_Count,Total_SRRS,Total_Positive_Gap,Total_Reorder_Gap_Value_Rs,Top10_SRRS_Pct,Top20_SRRS_Pct,Top50_SRRS_Pct,Top10_Value_Pct,Top20_Value_Pct,Top50_Value_Pct
626,8217896.61,502667.89,3367367459.35,84.5,94.6,97.8,74.1,79.6,88.4
