PL_Code,Forecast_Method,MAE,RMSE,MAPE,sMAPE,Bias,Mean_Forecast_Error,Tracking_Signal,Forecastability_Score,Forecastability_Class,Forecast_Volume,Forecast_CV,Demand_Intermittency,Forecast_Confidence,Planning_Strategy,Backtest_Origins
539831871011,SBA,1.9,1.9,,200.0,0.0,1.9,9.0,14.51,Very Low,22.8,,96.97,Medium,Risk-driven,9
539834880023,SBA,0.6451,0.6685,15.44,186.43,8.3999,0.6222,26.0428,20.81,Very Low,7.1337,9.0242,86.27,Medium,Risk-driven,27
539834880035,TSB,1.1968,2.5789,93.38,198.26,-0.124,-0.0842,-1.969,22.79,Very Low,2.5803,3.8005,90.38,Low,Risk-driven,28
539834880047,TSB,1.1078,1.9529,84.45,194.41,0.0664,0.0403,1.0193,28.24,Very Low,2.4504,3.2166,80.77,Low,Risk-driven,28
539834880059,SBA,1.8056,2.297,68.07,187.17,0.7506,0.5898,9.146,20.61,Very Low,17.7668,2.9234,86.54,Medium,Risk-driven,28
539834880084,TSB,0.4856,2.0439,99.84,199.98,-0.7164,-0.2717,-16.2268,16.89,Very Low,2.3989,5.3884,92.45,Low,Risk-driven,29
539834880096,TSB,0.5332,1.1942,95.95,198.89,-0.0669,-0.0191,-1.0039,26.05,Very Low,3.0955,4.1797,86.54,Low,Risk-driven,28
539834880102,SBA,1.8424,2.1391,36.97,149.09,0.5382,0.6495,10.2239,39.42,Low,19.5291,1.7724,54.72,Medium,Policy-driven,29
539834880114,SBA,0.95,0.95,,200.0,0.0,0.95,18.0,15.59,Very Low,11.4,,97.62,Medium,Risk-driven,18
539834880138,TSB,0.9436,2.878,99.58,199.86,-0.8593,-0.716,-9.1065,16.41,Very Low,2.0666,3.4536,94.44,Low,Risk-driven,12
539835220092,SBA,1.983,2.1205,66.32,189.92,1.9786,1.1871,5.9866,21.08,Very Low,14.9085,3.5341,79.41,Medium,Risk-driven,10
539835220262,TSB,,,,,,,,41.23,Low,47.6202,,43.48,Low,Policy-driven,0
539835790029,SBA,19.0,19.0,,200.0,0.0,19.0,9.0,14.51,Very Low,228.0,,96.97,Medium,Risk-driven,9
539836000026,TSB,12.9058,13.0475,,200.0,0.0,12.9058,5.0,18.98,Very Low,111.6569,,72.41,Low,Risk-driven,5
539836000038,SBA,9.7307,9.7307,,200.0,0.0,9.7307,5.0,14.67,Very Low,116.7686,,89.66,Medium,Risk-driven,5
539836000040,TSB,3.434,3.529,195.11,179.75,17.17,3.434,5.0,22.52,Very Low,45.8834,17.645,72.41,Low,Risk-driven,5
539836000051,TSB,8.2444,8.3349,,200.0,0.0,8.2444,5.0,18.98,Very Low,71.3274,,72.41,Low,Risk-driven,5
539836410034,TSB,35.4935,55.3268,106.12,162.95,-0.3248,-9.5802,-8.0974,31.41,Low,366.8733,1.8755,62.96,Low,Policy-driven,30
539836631014,TSB,7.5517,29.0425,85.67,196.42,-0.7416,-4.5976,-15.2206,19.71,Very Low,16.2673,4.6843,83.67,Low,Risk-driven,25
539836631099,SBA,1.1231,1.4782,34.02,107.84,-0.0613,-0.0858,-0.3818,41.57,Low,14.4932,1.0559,82.76,Medium,Policy-driven,5
539837611023,SBA,19.0,19.0,,200.0,0.0,19.0,28.0,15.48,Very Low,228.0,,98.08,Medium,Risk-driven,28
539838080025,TSB,1.4582,2.703,77.46,183.02,-0.3905,-0.4295,-8.8368,22.14,Very Low,4.9316,2.4572,83.33,Low,Risk-driven,30
539838080062,TSB,,,,,,,,26.42,Very Low,95.7721,,75.0,Low,Risk-driven,0
539839010020,SBA,10.2,10.2,,200.0,0.0,10.2,22.0,16.09,Very Low,122.4,,95.65,Medium,Risk-driven,22
539841501071,SBA,55.4276,82.5629,83.04,177.71,-0.6104,-30.5196,-12.6643,27.73,Very Low,307.1459,1.6513,70.21,Medium,Risk-driven,23
539841501083,TSB,18.4991,21.8199,318.16,196.64,42.5479,18.4991,23.0,17.72,Very Low,51.6018,50.1858,91.49,Low,Risk-driven,23
539843690030,SBA,0.95,0.95,,200.0,0.0,0.95,2.0,16.8,Very Low,11.4,,96.15,Medium,Risk-driven,2
539844210026,SBA,14.236,17.7116,56.38,97.86,0.0869,1.4656,2.9856,62.05,Medium,189.1817,1.0504,24.53,Medium,Forecast-assisted,29
539844530070,TSB,15.3148,15.9879,,200.0,0.0,15.3148,10.0,19.31,Very Low,98.3838,,79.41,Low,Risk-driven,10
539844530094,SBA,,,,,,,,22.05,Very Low,5700.0,,94.12,Medium,Risk-driven,0
539845930018,SBA,5.7,5.7,,200.0,0.0,5.7,16.0,15.62,Very Low,68.4,,97.5,Medium,Risk-driven,16
539847770031,TSB,0.7623,0.7895,,200.0,0.0,0.7623,9.0,16.78,Very Low,5.2066,,87.88,Low,Risk-driven,9
539847770043,SBA,,,,,,,,22.05,Very Low,45.6,,94.12,Medium,Risk-driven,0
539848730089,TSB,1.926,2.6597,66.1,181.18,0.4893,0.4689,5.8428,20.9,Very Low,6.9296,2.7754,89.58,Low,Risk-driven,24
539849150019,TSB,55.4471,84.2222,198.68,170.34,-0.059,-2.277,-1.232,35.91,Low,461.8265,2.1819,64.81,Low,Policy-driven,30
539849380013,TSB,173.5533,272.9722,259.86,142.55,0.1542,20.4401,3.5332,42.42,Low,1466.6041,2.0591,35.19,Low,Policy-driven,30
539849380025,TSB,112.6797,399.0349,73.03,173.61,-0.6453,-61.6936,-13.6878,25.74,Very Low,876.8699,4.174,75.51,Low,Risk-driven,25
539849560064,SBA,0.95,0.95,,200.0,0.0,0.95,26.0,15.5,Very Low,11.4,,98.0,Medium,Risk-driven,26
539849560076,SBA,0.95,0.95,,200.0,0.0,0.95,26.0,15.5,Very Low,11.4,,98.0,Medium,Risk-driven,26
539849580026,SBA,2.0979,2.0979,,200.0,0.0,2.0979,28.0,16.44,Very Low,25.175,,94.23,Medium,Risk-driven,28
539849980028,SBA,1.9,1.9,,200.0,0.0,1.9,13.0,15.68,Very Low,22.8,,97.3,Medium,Risk-driven,13
539850100016,TSB,9.5587,10.5109,1080.88,198.44,191.1741,9.5587,20.0,20.39,Very Low,36.8589,210.2178,79.55,Low,Risk-driven,20
539850510024,TSB,16.6185,39.118,66.53,192.0,-0.0707,-0.6738,-0.8514,27.05,Very Low,45.5908,4.1074,88.89,Low,Risk-driven,21
539851050021,SBA,0.62,0.9601,80.32,191.73,0.1455,0.0485,2.3475,25.21,Very Low,5.1254,2.8804,81.48,Medium,Risk-driven,30
539851110029,TSB,114.9583,208.7487,141.28,101.57,-0.0935,-11.215,-2.9267,55.49,Medium,1341.4299,1.7401,29.63,Low,Forecast-assisted,30
539851170051,TSB,67.4972,158.8507,66.66,178.13,-0.363,-18.4386,-6.8294,24.44,Very Low,217.0479,3.127,77.55,Low,Risk-driven,25
539851170063,SBA,8.989,10.0885,74.19,194.68,3.0108,6.0216,20.0966,18.25,Very Low,61.9596,5.0442,90.74,Medium,Risk-driven,30
539851240030,TSB,86.2333,168.3506,58.29,167.07,-0.1744,-11.1175,-3.0942,29.28,Very Low,321.4532,2.6408,75.0,Low,Risk-driven,24
539851240041,TSB,62.8607,163.6218,64.2,186.73,-0.3493,-15.3005,-5.1115,22.88,Very Low,164.3662,3.7348,77.78,Low,Risk-driven,21
539851240053,SBA,11.1415,11.1415,,200.0,0.0,11.1415,25.0,17.04,Very Low,133.6974,,91.84,Medium,Risk-driven,25
539852990062,SBA,1.4329,1.4329,,200.0,0.0,1.4329,21.0,16.67,Very Low,17.195,,93.33,Medium,Risk-driven,21
539853160036,TSB,5.6452,6.0554,,200.0,0.0,5.6452,13.0,17.03,Very Low,30.0142,,91.89,Low,Risk-driven,13
539859090172,SBA,,,,,,,,20.58,Very Low,5.7,,80.0,Medium,Risk-driven,0
539859140047,TSB,0.9469,1.1111,,200.0,0.0,0.9469,21.0,21.67,Very Low,2.9317,,73.33,Low,Risk-driven,21
539860410051,SBA,70.0143,88.677,81.0,197.22,2.4058,41.8404,13.7447,16.55,Very Low,680.597,5.0989,95.74,Medium,Risk-driven,23
539861490030,SBA,0.3595,0.3595,,200.0,0.0,0.3595,11.0,16.01,Very Low,4.3135,,94.29,Medium,Risk-driven,11
539863160010,TSB,0.6405,1.0319,62.95,177.12,0.2171,0.0804,3.389,27.39,Very Low,4.5985,2.786,72.55,Low,Risk-driven,27
539863330029,SBA,47.5,47.5,,200.0,0.0,47.5,28.0,15.48,Very Low,570.0,,98.08,Medium,Risk-driven,28
539863350028,TSB,9.2047,20.8864,94.83,172.01,-0.1783,-1.0941,-3.4472,29.3,Very Low,79.4243,3.4028,67.92,Low,Risk-driven,29
539864160028,SBA,3.0239,3.5596,1.8,193.17,17.5389,3.0239,29.0,19.03,Very Low,17.1456,20.6459,88.68,Medium,Risk-driven,29
539867190019,SBA,3.8,3.8,,200.0,0.0,3.8,16.0,15.62,Very Low,45.6,,97.5,Medium,Risk-driven,16
539868680020,SBA,,,,,,,,25.58,Very Low,24.5538,,91.67,Medium,Risk-driven,0
539868860021,SBA,0.3984,0.3984,,200.0,0.0,0.3984,16.0,16.25,Very Low,4.7806,,95.0,Medium,Risk-driven,16
539869590130,SBA,,,,,,,,22.05,Very Low,7.6,,94.12,Medium,Risk-driven,0
539873330026,SBA,0.0798,0.2118,100.0,200.0,-0.164,-0.0071,-2.0545,20.4,Very Low,0.456,4.8714,97.87,Medium,Risk-driven,23
539874910026,SBA,1.1875,1.1875,,200.0,0.0,1.1875,16.0,15.62,Very Low,14.25,,97.5,Medium,Risk-driven,16
539875640092,SBA,0.541,0.5602,60.75,163.43,0.4081,0.136,2.2629,29.04,Very Low,3.849,1.6806,81.82,Medium,Risk-driven,9
539880100195,SBA,,,,,,,,20.03,Very Low,39.9,,88.89,Medium,Risk-driven,0
539880100201,SBA,,,,,,,,19.96,Very Low,11.4,,87.5,Medium,Risk-driven,0
539880410093,TSB,334.5251,560.1341,69.73,158.88,-0.6974,-242.7937,-11.6126,30.32,Low,3991.6151,1.609,67.5,Low,Policy-driven,16
539881210026,SBA,0.9812,2.5269,100.0,200.0,-0.43,-0.2687,-4.3822,15.62,Very Low,4.56,4.0431,97.5,Medium,Risk-driven,16
539882000027,TSB,2.9514,3.6833,,200.0,0.0,2.9514,26.0,17.0,Very Low,6.3605,,92.0,Low,Risk-driven,26
539882500050,SBA,0.8636,0.8636,,200.0,0.0,0.8636,16.0,16.25,Very Low,10.3636,,95.0,Medium,Risk-driven,16
539883710233,SBA,0.95,0.95,,200.0,0.0,0.95,6.0,13.33,Very Low,11.4,,96.67,Medium,Risk-driven,6
539883710245,SBA,2.0824,2.426,90.0,177.01,6.2471,2.0824,6.0,18.19,Very Low,12.3771,7.2779,93.33,Medium,Risk-driven,6
539883712230,SBA,,,,,,,,20.58,Very Low,2.85,,80.0,Medium,Risk-driven,0
539883712242,SBA,,,,,,,,20.58,Very Low,8.55,,80.0,Medium,Risk-driven,0
539884870153,SBA,,,,,,,,24.54,Very Low,57.0,,95.83,Medium,Risk-driven,0
539885010196,SBA,0.8205,0.8205,,200.0,0.0,0.8205,2.0,17.76,Very Low,9.8455,,92.31,Medium,Risk-driven,2
539885010214,SBA,2.85,2.85,,200.0,0.0,2.85,1.0,18.92,Very Low,34.2,,96.0,Medium,Risk-driven,1
539885010354,SBA,,,,,,,,20.84,Very Low,91.2,,92.31,Medium,Risk-driven,0
539889350020,SBA,0.6333,0.6333,,200.0,0.0,0.6333,26.0,16.0,Very Low,7.6,,96.0,Medium,Risk-driven,26
539892130229,SBA,,,,,,,,24.17,Very Low,22.8,,95.65,Medium,Risk-driven,0
539894420030,SBA,0.3167,0.3167,,200.0,0.0,0.3167,19.0,15.58,Very Low,3.8,,97.67,Medium,Risk-driven,19
539896390039,TSB,75.7693,76.9768,,200.0,0.0,75.7693,6.0,15.83,Very Low,618.7518,,86.67,Low,Risk-driven,6
539896550020,SBA,1.9848,2.2631,77.07,191.72,1.2035,0.8692,7.8826,18.83,Very Low,19.2642,3.1335,90.48,Medium,Risk-driven,18
539896580138,TSB,,,,,,,,37.63,Low,157.48,,50.0,Low,Policy-driven,0
539896830106,TSB,4.0866,4.1517,,200.0,0.0,4.0866,6.0,16.67,Very Low,33.372,,83.33,Low,Risk-driven,6
539897071045,TSB,,,,,,,,32.25,Low,8819.2013,,61.11,Low,Policy-driven,0
539897071501,SBA,,,,,,,,25.09,Very Low,171.0,,66.67,Medium,Risk-driven,0
539897500850,SBA,,,,,,,,24.05,Very Low,1140.0,,89.47,Medium,Risk-driven,0
539898330307,SBA,,,,,,,,33.97,Low,32.9101,,65.22,Medium,Policy-driven,0
539898370044,SES/Holt,,,,,,,,44.89,Low,0.0,,16.67,Medium,Policy-driven,0
539898480056,SBA,7.2021,9.4552,82.45,194.03,0.6743,2.0903,2.9023,19.43,Very Low,57.7729,3.05,94.12,Medium,Risk-driven,10
542120120050,SBA,0.475,0.475,,200.0,0.0,0.475,4.0,12.56,Very Low,5.7,,96.43,Medium,Risk-driven,4
542218881207,SBA,0.3155,0.7298,95.48,198.92,-0.2267,-0.0425,-2.155,21.05,Very Low,1.7474,3.8924,95.0,Medium,Risk-driven,16
542223081118,SBA,0.6615,0.6615,,200.0,0.0,0.6615,21.0,18.89,Very Low,7.9379,,84.44,Medium,Risk-driven,21
542223081167,TSB,2.7107,2.7404,,200.0,0.0,2.7107,5.0,26.62,Very Low,23.4517,,51.72,Low,Risk-driven,5
54253561,SBA,0.335,0.3745,60.42,191.35,1.7475,0.2016,15.6507,18.01,Very Low,2.5515,3.2453,94.0,Medium,Risk-driven,26
542620470036,TSB,5.3507,7.4247,73.17,130.64,-0.2378,-1.3417,-7.021,41.6,Low,77.1368,1.3158,53.85,Low,Policy-driven,28
542620470048,TSB,2.0613,2.6369,,200.0,0.0,2.0613,28.0,17.89,Very Low,3.8249,,88.46,Low,Risk-driven,28
542620470127,TSB,2.4069,3.2836,64.24,124.74,-0.0665,-0.1473,-0.8567,49.41,Low,25.1673,1.4829,55.26,Low,Policy-driven,14
543000010147,TSB,4.7816,7.2383,128.37,153.28,0.0521,0.171,1.0015,40.77,Low,51.1091,2.203,59.62,Low,Policy-driven,28
543100020163,Croston,6.821,13.0578,147.05,94.76,-0.1676,-1.2457,-5.4787,53.95,Medium,84.266,1.7566,20.37,Low,Forecast-assisted,30
543500010409,TSB,9.1629,19.7783,76.24,178.39,-0.4028,-2.6582,-5.8021,27.87,Very Low,26.592,2.9967,63.64,Low,Risk-driven,20
543500010513,SBA,5.7418,5.8154,240.31,193.51,40.1926,5.7418,14.0,20.74,Very Low,59.5585,40.7081,81.58,Medium,Risk-driven,14
543500011244,SBA,,,,,,,,38.92,Low,13.2,,33.33,Medium,Policy-driven,0
543500020713,TSB,1.1907,4.3578,99.64,199.93,-0.7425,-0.7072,-12.4724,16.68,Very Low,3.242,4.5757,93.33,Low,Risk-driven,21
543600010201,SBA,1.9203,2.1453,49.63,112.36,-0.0691,-0.155,-2.3405,57.71,Medium,22.2911,0.9571,35.85,Medium,Forecast-assisted,29
543600010754,SBA,2.0091,2.4247,71.62,171.71,0.6653,0.6653,5.298,24.95,Very Low,18.455,2.4247,80.0,Medium,Risk-driven,16
543600010766,TSB,0.273,0.3175,85.59,196.85,2.6564,0.166,9.7302,18.68,Very Low,1.6784,5.0806,87.5,Low,Risk-driven,16
54360031,SBA,47.5,47.5,,200.0,0.0,47.5,16.0,15.62,Very Low,570.0,,97.5,Medium,Risk-driven,16
544100020290,TSB,10.5015,18.0728,71.01,148.71,-0.319,-2.7119,-7.7471,36.48,Low,68.1261,2.1262,50.0,Low,Policy-driven,30
544100020642,SBA,6.0466,6.134,261.88,193.81,42.3262,6.0466,14.0,21.35,Very Low,61.696,42.9379,78.95,Medium,Risk-driven,14
544100020678,SBA,0.95,0.95,,200.0,0.0,0.95,5.0,12.95,Very Low,11.4,,96.55,Medium,Risk-driven,5
544100420024,SBA,22.5625,22.5625,,200.0,0.0,22.5625,16.0,15.62,Very Low,270.75,,97.5,Medium,Risk-driven,16
545200100040,SBA,0.064,0.2501,100.0,25.0,-0.9756,-0.061,-15.239,46.25,Low,0.2923,4.0012,97.5,Medium,Policy-driven,16
545401070037,TSB,76.3138,83.1217,60.08,125.02,0.7472,43.586,3.4269,43.82,Low,933.0217,1.4249,40.0,Low,Policy-driven,6
545500010663,SBA,10.1022,10.7272,47.21,186.84,2.9014,7.2534,21.54,22.4,Very Low,105.2935,4.2909,79.63,Medium,Risk-driven,30
549005510050,SBA,1.4719,3.7904,100.0,200.0,-0.43,-0.4031,-4.3822,15.62,Very Low,6.84,4.0431,97.5,Medium,Risk-driven,16
549005641775,SBA,,,,,,,,31.99,Low,41.1019,,61.54,Medium,Policy-driven,0
549005791499,SBA,4.275,4.275,,200.0,0.0,4.275,16.0,15.62,Very Low,51.3,,97.5,Medium,Risk-driven,16
549006091114,SBA,7.1004,8.0927,52.56,188.23,12.4256,7.1004,28.0,18.98,Very Low,74.0005,14.1622,92.31,Medium,Risk-driven,28
549006110030,TSB,51.9425,62.0418,270.28,136.75,1.1727,32.4064,18.7167,41.35,Low,371.8684,2.2452,38.89,Low,Policy-driven,30
549006470022,SBA,1.1875,1.1875,,200.0,0.0,1.1875,23.0,15.53,Very Low,14.25,,97.87,Medium,Risk-driven,23
549006530948,TSB,1.8576,2.5927,48.91,179.14,0.8995,0.7496,12.1054,26.52,Very Low,7.1298,3.1112,68.52,Low,Risk-driven,30
549007060046,SBA,0.1981,0.8354,100.0,60.87,-0.861,-0.1497,-17.3854,39.88,Low,1.1122,4.8035,97.87,Medium,Policy-driven,23
549007201092,TSB,1.3883,1.3979,,200.0,0.0,1.3883,4.0,16.13,Very Low,12.7134,,82.14,Low,Risk-driven,4
549007661170,SBA,1.5831,2.7433,89.67,195.34,-0.2213,-0.2213,-2.2365,22.1,Very Low,9.4283,2.7433,92.5,Medium,Risk-driven,16
549008310204,SBA,0.4524,0.4524,,200.0,0.0,0.4524,1.0,19.92,Very Low,5.4286,,92.0,Medium,Risk-driven,1
549012320014,SBA,,,,,,,,36.22,Low,2248.3081,,52.94,Medium,Policy-driven,0
549801610122,Croston,40.2419,50.328,176.0,102.76,-0.1915,-8.668,-6.4619,57.76,Medium,441.1318,1.1118,18.52,Low,Forecast-assisted,30
549801610584,SBA,0.0628,0.2099,100.0,139.13,-0.5547,-0.0241,-8.827,26.18,Very Low,0.3562,4.8274,97.87,Medium,Risk-driven,23
549801620085,SBA,,,,,,,,21.42,Very Low,1140.0,,75.0,Medium,Risk-driven,0
551200010789,TSB,23.3495,34.7023,119.18,134.92,-0.2973,-6.3028,-8.098,41.59,Low,144.4473,1.6369,40.74,Low,Policy-driven,30
551200011083,TSB,18.5731,20.6219,340.95,173.56,2.1814,13.8156,20.0839,28.45,Very Low,73.7678,3.2561,64.71,Low,Risk-driven,27
551200012269,SBA,37.4555,37.4555,,200.0,0.0,37.4555,1.0,23.92,Very Low,449.4658,,76.0,Medium,Risk-driven,1
553000050339,SBA,0.3619,0.3619,,200.0,0.0,0.3619,16.0,16.25,Very Low,4.3429,,95.0,Medium,Risk-driven,16
555400100071,SBA,1.995,1.995,,200.0,0.0,1.995,29.0,15.94,Very Low,23.94,,96.23,Medium,Risk-driven,29
555400100083,SBA,1.2181,1.3842,62.56,193.14,2.403,0.801,19.7281,17.59,Very Low,12.1937,4.1527,94.44,Medium,Risk-driven,30
555400100095,TSB,0.4041,0.6009,76.8,197.31,2.2356,0.2395,16.5971,18.36,Very Low,0.6676,5.608,88.46,Low,Risk-driven,28
555400100101,SBA,0.5327,0.5366,25.24,194.3,15.4761,0.5159,29.0524,17.85,Very Low,6.4204,16.0977,92.59,Medium,Risk-driven,30
555400100113,SBA,0.95,0.95,,200.0,0.0,0.95,15.0,16.28,Very Low,11.4,,94.87,Medium,Risk-driven,15
555400100125,SBA,0.9922,1.2169,63.13,188.78,2.1272,0.6382,19.2957,19.74,Very Low,7.2927,4.0563,88.89,Medium,Risk-driven,30
555400100137,SBA,0.9189,0.9521,73.79,197.03,7.1006,0.7608,23.1821,18.4,Very Low,10.4513,8.886,88.46,Medium,Risk-driven,28
555400100149,SBA,0.3566,0.3566,,200.0,0.0,0.3566,29.0,16.41,Very Low,4.2795,,94.34,Medium,Risk-driven,29
555400100150,SBA,1.4691,1.7148,65.23,179.43,0.4421,0.3506,6.9207,22.37,Very Low,10.4203,2.1622,84.91,Medium,Risk-driven,29
555400100162,SBA,0.799,0.799,,200.0,0.0,0.799,30.0,16.39,Very Low,9.5874,,94.44,Medium,Risk-driven,30
555400100174,SBA,8.038,10.3656,50.23,192.18,2.4522,5.0679,18.9148,18.68,Very Low,81.1153,5.0156,90.74,Medium,Risk-driven,30
555400100198,SBA,0.475,0.475,,200.0,0.0,0.475,30.0,15.46,Very Low,5.7,,98.15,Medium,Risk-driven,30
555400100204,SBA,0.2256,0.2554,76.23,196.66,3.6636,0.1593,16.241,18.24,Very Low,1.9763,5.8753,89.36,Medium,Risk-driven,23
555400100307,SBA,0.8636,0.8636,,200.0,0.0,0.8636,10.0,15.64,Very Low,10.3636,,94.12,Medium,Risk-driven,10
555400150025,SBA,1.9,1.9,,200.0,0.0,1.9,24.0,15.52,Very Low,22.8,,97.92,Medium,Risk-driven,24
555400960023,SBA,,,,,,,,21.42,Very Low,57.0,,75.0,Medium,Risk-driven,0
555500020073,SBA,0.6786,0.7298,46.44,195.35,9.2503,0.6167,27.2624,18.13,Very Low,5.8735,10.9477,90.74,Medium,Risk-driven,30
556302870142,SBA,61.0418,61.0418,,200.0,0.0,61.0418,28.0,16.44,Very Low,732.5018,,94.23,Medium,Risk-driven,28
556302890025,TSB,51.0514,78.3556,115.4,168.54,0.4406,12.8503,7.5514,27.45,Very Low,222.2767,2.6865,72.22,Low,Risk-driven,30
559000990020,SBA,0.1472,0.379,100.0,200.0,-0.43,-0.0403,-4.3822,15.62,Very Low,0.684,4.0431,97.5,Medium,Risk-driven,16
559003640081,SBA,0.7367,0.7367,,200.0,0.0,0.7367,9.0,16.02,Very Low,8.8408,,90.91,Medium,Risk-driven,9
559003640111,SBA,0.95,0.95,,200.0,0.0,0.95,2.0,18.72,Very Low,11.4,,88.46,Medium,Risk-driven,2
559003640123,SBA,0.8769,0.9314,59.54,142.39,-0.3138,-0.3138,-0.7158,32.01,Low,6.7567,0.9314,88.46,Medium,Policy-driven,2
559003640135,SBA,0.8093,0.8093,,200.0,0.0,0.8093,2.0,17.76,Very Low,9.7111,,92.31,Medium,Risk-driven,2
559006210073,SBA,,,,,,,,26.41,Very Low,11337.8182,,66.67,Medium,Risk-driven,0
560100580056,SBA,,,,,,,,21.42,Very Low,57.0,,93.33,Medium,Risk-driven,0
560400022521,SBA,2.8369,2.8369,,200.0,0.0,2.8369,30.0,17.78,Very Low,34.0433,,88.89,Medium,Risk-driven,30
560400023902,SBA,3.8826,3.8826,,200.0,0.0,3.8826,21.0,16.11,Very Low,46.5913,,95.56,Medium,Risk-driven,21
560400024268,SBA,0.39,0.9176,90.32,196.4,-0.3968,-0.1044,-5.0871,17.38,Very Low,1.9645,3.4867,93.02,Medium,Risk-driven,19
560400024281,SBA,0.1357,0.1357,,200.0,0.0,0.1357,19.0,15.58,Very Low,1.6286,,97.67,Medium,Risk-driven,19
560400026514,SBA,,,,,,,,22.67,Very Low,15.675,,80.0,Medium,Risk-driven,0
560400032540,TSB,0.7232,0.9025,,200.0,0.0,0.7232,26.0,16.5,Very Low,1.5585,,94.0,Low,Risk-driven,26
560400160048,SBA,0.1357,0.1357,,200.0,0.0,0.1357,19.0,15.58,Very Low,1.6286,,97.67,Medium,Risk-driven,19
560400170030,SBA,0.2036,0.2036,,200.0,0.0,0.2036,19.0,15.58,Very Low,2.4429,,97.67,Medium,Risk-driven,19
560400182081,SBA,0.1357,0.1357,,200.0,0.0,0.1357,19.0,15.58,Very Low,1.6286,,97.67,Medium,Risk-driven,19
560400182093,SBA,0.3393,0.3393,,200.0,0.0,0.3393,19.0,15.58,Very Low,4.0714,,97.67,Medium,Risk-driven,19
560400200046,SBA,0.1357,0.1357,,200.0,0.0,0.1357,19.0,15.58,Very Low,1.6286,,97.67,Medium,Risk-driven,19
560400211135,SBA,0.4926,0.4926,,200.0,0.0,0.4926,24.0,16.04,Very Low,5.9111,,95.83,Medium,Risk-driven,24
560400211147,SBA,0.6082,0.6082,,200.0,0.0,0.6082,27.0,17.45,Very Low,7.2983,,90.2,Medium,Risk-driven,27
560400211329,SBA,0.475,0.475,,200.0,0.0,0.475,10.0,15.64,Very Low,5.7,,94.12,Medium,Risk-driven,10
560400220033,SBA,0.4926,0.4926,,200.0,0.0,0.4926,24.0,16.04,Very Low,5.9111,,95.83,Medium,Risk-driven,24
560400240615,SBA,0.5152,0.5152,,200.0,0.0,0.5152,2.0,18.72,Very Low,6.1826,,88.46,Medium,Risk-driven,2
560400252563,SBA,2.1571,2.5374,82.73,197.9,3.8364,1.5071,19.5629,16.33,Very Low,5.51,6.4589,96.15,Medium,Risk-driven,28
560402724117,SBA,,,,,,,,20.58,Very Low,71.25,,80.0,Medium,Risk-driven,0
560402822796,SBA,2.7588,2.7588,,200.0,0.0,2.7588,2.0,18.72,Very Low,33.1056,,88.46,Medium,Risk-driven,2
560402860578,SBA,1.0556,1.0556,,200.0,0.0,1.0556,20.0,16.14,Very Low,12.6667,,95.45,Medium,Risk-driven,20
560402860580,SBA,2.2519,2.2519,,200.0,0.0,2.2519,20.0,16.14,Very Low,27.0222,,95.45,Medium,Risk-driven,20
560402860591,SBA,5.7,5.7,,200.0,0.0,5.7,20.0,15.57,Very Low,68.4,,97.73,Medium,Risk-driven,20
560402860815,SBA,,,,,,,,23.08,Very Low,1254.0,,95.0,Medium,Risk-driven,0
560402860839,TSB,,,,,,,,26.83,Very Low,255.8394,,80.0,Low,Risk-driven,0
560402890273,SBA,10.64,10.64,,200.0,0.0,10.64,26.0,16.0,Very Low,127.68,,96.0,Medium,Risk-driven,26
560402890297,SBA,2.85,2.85,,200.0,0.0,2.85,20.0,15.57,Very Low,34.2,,97.73,Medium,Risk-driven,20
560402890303,TSB,0.3722,0.4026,65.12,194.83,6.1423,0.3071,16.5012,17.61,Very Low,1.5448,8.0519,93.18,Low,Risk-driven,20
560402890315,SBA,1.646,1.6957,9.07,190.43,16.4603,1.646,20.0,18.38,Very Low,19.2105,16.9574,93.18,Medium,Risk-driven,20
560402890534,TSB,,,,,,,,25.58,Very Low,227.6304,,85.0,Low,Risk-driven,0
560402900096,SBA,2.85,2.85,,200.0,0.0,2.85,20.0,15.57,Very Low,34.2,,97.73,Medium,Risk-driven,20
560402900175,TSB,,,,,,,,25.58,Very Low,50.6988,,85.0,Low,Risk-driven,0
560402911963,TSB,0.5658,0.7497,85.47,197.46,2.0627,0.3094,10.9368,17.15,Very Low,2.012,4.9978,93.18,Low,Risk-driven,20
560402912220,TSB,,,,,,,,24.05,Very Low,20.6461,,89.47,Low,Risk-driven,0
560402912256,SBA,,,,,,,,19.96,Very Low,7.6,,87.5,Medium,Risk-driven,0
560402912270,SBA,,,,,,,,24.05,Very Low,20.2667,,89.47,Medium,Risk-driven,0
560402912281,SBA,,,,,,,,24.05,Very Low,16.4667,,89.47,Medium,Risk-driven,0
560402912311,TSB,,,,,,,,25.58,Very Low,102.7232,,85.0,Low,Risk-driven,0
560402912323,SBA,,,,,,,,23.08,Very Low,319.2,,95.0,Medium,Risk-driven,0
560402912335,SBA,,,,,,,,23.08,Very Low,22.8,,95.0,Medium,Risk-driven,0
560402912347,SBA,,,,,,,,23.08,Very Low,22.8,,95.0,Medium,Risk-driven,0
560403020067,SBA,5.7,5.7,,200.0,0.0,5.7,20.0,15.57,Very Low,68.4,,97.73,Medium,Risk-driven,20
