PL_Code,Forecast_Method,MAE,RMSE,MAPE,sMAPE,Bias,Mean_Forecast_Error,Tracking_Signal,Forecastability_Score,Forecastability_Class,Forecast_Volume,Forecast_CV,Demand_Intermittency,Forecast_Confidence,Planning_Strategy,Backtest_Origins
79010866,SBA,2.375,2.375,,200.0,0.0,2.375,27.0,15.49,Very Low,28.5,,98.04,Medium,Risk-driven,27
790400130034,SBA,98.8,98.8,,200.0,0.0,98.8,12.0,15.7,Very Low,1185.6,,97.22,Medium,Risk-driven,12
79045558,SBA,7.6,7.6,,200.0,0.0,7.6,12.0,15.7,Very Low,91.2,,97.22,Medium,Risk-driven,12
79046850,TSB,80.6975,85.735,,200.0,0.0,80.6975,12.0,17.08,Very Low,457.3704,,91.67,Low,Risk-driven,12
79247957,TSB,46.5275,49.432,,200.0,0.0,46.5275,12.0,17.08,Very Low,263.7047,,91.67,Low,Risk-driven,12
79315604,TSB,32.5252,39.7459,63.96,192.85,2.4656,21.1699,18.8755,22.38,Very Low,69.8832,4.629,75.47,Low,Risk-driven,29
79333485,SBA,3.8787,4.2841,43.86,194.67,8.6431,3.5213,24.512,16.91,Very Low,28.6118,10.5155,96.08,Medium,Risk-driven,27
79338677,SBA,2.85,2.85,,200.0,0.0,2.85,26.0,15.5,Very Low,34.2,,98.0,Medium,Risk-driven,26
795100540055,TSB,,,,,,,,29.41,Very Low,3049.859,,64.71,Low,Risk-driven,0
795900190130,TSB,,,,,,,,29.39,Very Low,2604.0625,,71.43,Low,Risk-driven,0
80010714,SBA,1.4763,1.4763,,200.0,0.0,1.4763,2.0,17.76,Very Low,17.7156,,92.31,Medium,Risk-driven,2
80090722,SBA,,,,,,,,21.42,Very Low,228.0,,93.33,Medium,Risk-driven,0
81033515,SBA,1.5409,1.671,380.0,197.35,80.1292,1.5409,26.0,16.96,Very Low,12.4234,86.8925,94.0,Medium,Risk-driven,26
81050264,SBA,12.5117,15.435,147.0,195.57,32.5305,12.5117,26.0,16.78,Very Low,66.2286,40.1311,96.0,Medium,Risk-driven,26
81050999,SBA,12.2172,15.2348,12.27,192.75,14.4385,12.2172,26.0,17.27,Very Low,69.4857,18.0048,96.0,Medium,Risk-driven,26
823000010357,SBA,44.65,44.65,,200.0,0.0,44.65,30.0,15.46,Very Low,535.8,,98.15,Medium,Risk-driven,30
83041849,SBA,475.0,475.0,,200.0,0.0,475.0,27.0,15.49,Very Low,5700.0,,98.04,Medium,Risk-driven,27
83049400,SBA,1.1386,1.3394,77.92,194.65,1.8626,0.6209,14.7233,18.39,Very Low,7.694,4.0182,90.2,Medium,Risk-driven,27
83049502,SBA,1.6409,1.6409,,200.0,0.0,1.6409,27.0,15.98,Very Low,19.6909,,96.08,Medium,Risk-driven,27
83049540,SBA,0.19,0.19,,200.0,0.0,0.19,2.0,16.8,Very Low,2.28,,96.15,Medium,Risk-driven,2
83057225,SBA,19.0,19.0,,200.0,0.0,19.0,27.0,15.49,Very Low,228.0,,98.04,Medium,Risk-driven,27
831100020429,SBA,0.95,0.95,,200.0,0.0,0.95,9.0,14.51,Very Low,11.4,,96.97,Medium,Risk-driven,9
83904104,SBA,0.8803,2.3821,100.0,188.89,-0.4154,-0.2308,-4.7184,17.54,Very Low,4.3846,4.2877,97.62,Medium,Risk-driven,18
83904827,SBA,1.5833,1.5833,,200.0,0.0,1.5833,18.0,15.59,Very Low,19.0,,97.62,Medium,Risk-driven,18
83904839,SBA,0.6333,0.6333,,200.0,0.0,0.6333,18.0,15.59,Very Low,7.6,,97.62,Medium,Risk-driven,18
860130140864,SBA,5.301,5.301,,200.0,0.0,5.301,30.0,16.39,Very Low,63.612,,94.44,Medium,Risk-driven,30
860130141200,TSB,12.0517,13.4933,253.46,183.14,10.5614,11.6929,27.1666,24.68,Very Low,72.86,12.1875,73.08,Low,Risk-driven,28
861600960026,TSB,11.916,12.8028,153.15,180.49,8.113,11.0878,27.9149,22.58,Very Low,163.0423,9.3679,83.33,Low,Risk-driven,30
86900043,SBA,0.2541,0.5675,94.72,199.26,0.3928,0.0436,4.6365,16.11,Very Low,1.8275,5.1079,96.08,Medium,Risk-driven,27
869037530032,TSB,12.4814,12.7527,,200.0,0.0,12.4814,7.0,16.14,Very Low,96.1203,,87.1,Low,Risk-driven,7
910100820060,SBA,,,,,,,,22.05,Very Low,5700.0,,94.12,Medium,Risk-driven,0
98210191,SBA,72.2,72.2,,200.0,0.0,72.2,25.0,15.51,Very Low,866.4,,97.96,Medium,Risk-driven,25
