PL_Code,PL_Code_Normalized,Length,Issue_Type,Changed
539829590166,539829590166,12,Len12,No
539829590180,539829590180,12,Len12,No
539829900088,539829900088,12,Len12,No
539830190012,539830190012,12,Len12,No
539830200017,539830200017,12,Len12,No
539830210011,539830210011,12,Len12,No
539830271851,539830271851,12,Len12,No
539830680131,539830680131,12,Len12,No
539830920026,539830920026,12,Len12,No
539830920038,539830920038,12,Len12,No
539830920040,539830920040,12,Len12,No
539830920051,539830920051,12,Len12,No
539830920063,539830920063,12,Len12,No
539830920075,539830920075,12,Len12,No
539830920087,539830920087,12,Len12,No
539830920117,539830920117,12,Len12,No
539831440097,539831440097,12,Len12,No
539831871011,539831871011,12,Len12,No
539831871187,539831871187,12,Len12,No
539832140024,539832140024,12,Len12,No
539832680122,539832680122,12,Len12,No
539833270020,539833270020,12,Len12,No
539833280061,539833280061,12,Len12,No
539833280103,539833280103,12,Len12,No
539833280279,539833280279,12,Len12,No
539833280449,539833280449,12,Len12,No
539833280620,539833280620,12,Len12,No
539834880023,539834880023,12,Len12,No
539834880035,539834880035,12,Len12,No
539834880047,539834880047,12,Len12,No
539834880059,539834880059,12,Len12,No
539834880084,539834880084,12,Len12,No
539834880096,539834880096,12,Len12,No
539834880102,539834880102,12,Len12,No
539834880114,539834880114,12,Len12,No
539834880138,539834880138,12,Len12,No
539835220092,539835220092,12,Len12,No
539835220262,539835220262,12,Len12,No
539835440821,539835440821,12,Len12,No
539835441497,539835441497,12,Len12,No
539835790029,539835790029,12,Len12,No
539836000026,539836000026,12,Len12,No
539836000038,539836000038,12,Len12,No
539836000040,539836000040,12,Len12,No
539836000051,539836000051,12,Len12,No
539836410034,539836410034,12,Len12,No
539836631014,539836631014,12,Len12,No
539836631099,539836631099,12,Len12,No
539837611023,539837611023,12,Len12,No
539838030034,539838030034,12,Len12,No
539838030060,539838030060,12,Len12,No
539838080025,539838080025,12,Len12,No
539838080062,539838080062,12,Len12,No
539839010020,539839010020,12,Len12,No
539841501071,539841501071,12,Len12,No
539841501083,539841501083,12,Len12,No
539843690030,539843690030,12,Len12,No
539844210026,539844210026,12,Len12,No
539844530070,539844530070,12,Len12,No
539844530094,539844530094,12,Len12,No
539844700029,539844700029,12,Len12,No
539845311045,539845311045,12,Len12,No
539845760022,539845760022,12,Len12,No
539845930018,539845930018,12,Len12,No
539846342086,539846342086,12,Len12,No
539846380026,539846380026,12,Len12,No
539846560454,539846560454,12,Len12,No
539847400045,539847400045,12,Len12,No
539847770031,539847770031,12,Len12,No
539847770043,539847770043,12,Len12,No
539847800035,539847800035,12,Len12,No
539847820022,539847820022,12,Len12,No
539847880020,539847880020,12,Len12,No
539847930198,539847930198,12,Len12,No
539847930230,539847930230,12,Len12,No
539847930290,539847930290,12,Len12,No
539848730089,539848730089,12,Len12,No
539848730107,539848730107,12,Len12,No
539849150019,539849150019,12,Len12,No
539849380013,539849380013,12,Len12,No
539849380025,539849380025,12,Len12,No
539849560064,539849560064,12,Len12,No
539849560076,539849560076,12,Len12,No
539849580026,539849580026,12,Len12,No
539849980028,539849980028,12,Len12,No
539850100016,539850100016,12,Len12,No
539850510024,539850510024,12,Len12,No
539850730012,539850730012,12,Len12,No
539850790021,539850790021,12,Len12,No
539851050021,539851050021,12,Len12,No
539851110029,539851110029,12,Len12,No
539851170051,539851170051,12,Len12,No
539851170063,539851170063,12,Len12,No
539851240030,539851240030,12,Len12,No
539851240041,539851240041,12,Len12,No
539851240053,539851240053,12,Len12,No
539852990062,539852990062,12,Len12,No
539853160036,539853160036,12,Len12,No
539856231340,539856231340,12,Len12,No
539858920033,539858920033,12,Len12,No
539858970048,539858970048,12,Len12,No
539859090070,539859090070,12,Len12,No
539859090172,539859090172,12,Len12,No
539859140047,539859140047,12,Len12,No
539860410051,539860410051,12,Len12,No
539861490030,539861490030,12,Len12,No
539862540041,539862540041,12,Len12,No
539863160010,539863160010,12,Len12,No
539863330029,539863330029,12,Len12,No
539863350028,539863350028,12,Len12,No
539863350041,539863350041,12,Len12,No
539864160028,539864160028,12,Len12,No
539865740314,539865740314,12,Len12,No
539865760039,539865760039,12,Len12,No
539865880021,539865880021,12,Len12,No
539866280037,539866280037,12,Len12,No
539866280049,539866280049,12,Len12,No
539866280050,539866280050,12,Len12,No
539866280062,539866280062,12,Len12,No
539867190019,539867190019,12,Len12,No
539868680020,539868680020,12,Len12,No
539868860021,539868860021,12,Len12,No
539869590130,539869590130,12,Len12,No
539869900026,539869900026,12,Len12,No
539870270020,539870270020,12,Len12,No
539871420085,539871420085,12,Len12,No
539873040024,539873040024,12,Len12,No
539873330026,539873330026,12,Len12,No
539874680021,539874680021,12,Len12,No
539874750023,539874750023,12,Len12,No
539874800040,539874800040,12,Len12,No
539874910026,539874910026,12,Len12,No
539875640092,539875640092,12,Len12,No
539877980027,539877980027,12,Len12,No
539880100195,539880100195,12,Len12,No
539880100201,539880100201,12,Len12,No
539880410093,539880410093,12,Len12,No
539881210026,539881210026,12,Len12,No
539881380023,539881380023,12,Len12,No
539882000027,539882000027,12,Len12,No
539882430034,539882430034,12,Len12,No
539882500050,539882500050,12,Len12,No
539882810086,539882810086,12,Len12,No
539882840017,539882840017,12,Len12,No
539883270038,539883270038,12,Len12,No
539883270040,539883270040,12,Len12,No
539883310036,539883310036,12,Len12,No
539883710233,539883710233,12,Len12,No
539883710245,539883710245,12,Len12,No
539883712230,539883712230,12,Len12,No
539883712242,539883712242,12,Len12,No
539884450048,539884450048,12,Len12,No
539884870153,539884870153,12,Len12,No
539885010196,539885010196,12,Len12,No
539885010214,539885010214,12,Len12,No
539885010354,539885010354,12,Len12,No
539889350020,539889350020,12,Len12,No
539890390169,539890390169,12,Len12,No
539891040040,539891040040,12,Len12,No
539891680143,539891680143,12,Len12,No
539891700026,539891700026,12,Len12,No
539892130229,539892130229,12,Len12,No
539893870208,539893870208,12,Len12,No
539894420030,539894420030,12,Len12,No
539894880234,539894880234,12,Len12,No
539896210050,539896210050,12,Len12,No
539896390039,539896390039,12,Len12,No
539896550020,539896550020,12,Len12,No
539896580138,539896580138,12,Len12,No
539896771795,539896771795,12,Len12,No
539896830106,539896830106,12,Len12,No
539897070703,539897070703,12,Len12,No
539897071045,539897071045,12,Len12,No
539897071501,539897071501,12,Len12,No
539897100161,539897100161,12,Len12,No
539897230214,539897230214,12,Len12,No
539897500850,539897500850,12,Len12,No
539898330277,539898330277,12,Len12,No
539898330289,539898330289,12,Len12,No
539898330307,539898330307,12,Len12,No
539898330368,539898330368,12,Len12,No
539898331038,539898331038,12,Len12,No
539898331040,539898331040,12,Len12,No
539898370044,539898370044,12,Len12,No
539898460290,539898460290,12,Len12,No
539898480056,539898480056,12,Len12,No
539898550022,539898550022,12,Len12,No
540100250020,540100250020,12,Len12,No
540100250032,540100250032,12,Len12,No
541100600029,541100600029,12,Len12,No
541100600030,541100600030,12,Len12,No
541100600042,541100600042,12,Len12,No
541100600054,541100600054,12,Len12,No
542120120050,542120120050,12,Len12,No
542218881207,542218881207,12,Len12,No
542223081118,542223081118,12,Len12,No
542223081155,542223081155,12,Len12,No
542223081167,542223081167,12,Len12,No
54252222,54252222,8,Len8,No
54253561,54253561,8,Len8,No
542620470036,542620470036,12,Len12,No
542620470048,542620470048,12,Len12,No
542620470127,542620470127,12,Len12,No
543000010147,543000010147,12,Len12,No
543100020163,543100020163,12,Len12,No
543500010409,543500010409,12,Len12,No
543500010513,543500010513,12,Len12,No
543500011244,543500011244,12,Len12,No
543500011256,543500011256,12,Len12,No
543500020713,543500020713,12,Len12,No
543500021456,543500021456,12,Len12,No
543600010201,543600010201,12,Len12,No
543600010754,543600010754,12,Len12,No
543600010766,543600010766,12,Len12,No
543600011473,543600011473,12,Len12,No
54360031,54360031,8,Len8,No
54360092,54360092,8,Len8,No
544100020290,544100020290,12,Len12,No
544100020642,544100020642,12,Len12,No
544100020678,544100020678,12,Len12,No
544100420024,544100420024,12,Len12,No
545200100040,545200100040,12,Len12,No
545400980587,545400980587,12,Len12,No
545401070037,545401070037,12,Len12,No
545500010663,545500010663,12,Len12,No
549003040041,549003040041,12,Len12,No
549005510050,549005510050,12,Len12,No
549005641775,549005641775,12,Len12,No
549005791384,549005791384,12,Len12,No
549005791396,549005791396,12,Len12,No
549005791499,549005791499,12,Len12,No
549006091114,549006091114,12,Len12,No
549006110030,549006110030,12,Len12,No
549006470022,549006470022,12,Len12,No
549006530948,549006530948,12,Len12,No
549006531011,549006531011,12,Len12,No
549007060034,549007060034,12,Len12,No
549007060046,549007060046,12,Len12,No
549007201092,549007201092,12,Len12,No
549007601525,549007601525,12,Len12,No
549007661170,549007661170,12,Len12,No
549008310204,549008310204,12,Len12,No
549008310216,549008310216,12,Len12,No
549008660082,549008660082,12,Len12,No
549008670040,549008670040,12,Len12,No
549012320014,549012320014,12,Len12,No
549801610122,549801610122,12,Len12,No
549801610584,549801610584,12,Len12,No
549801620085,549801620085,12,Len12,No
549900290300,549900290300,12,Len12,No
549900290312,549900290312,12,Len12,No
549900290336,549900290336,12,Len12,No
549900290348,549900290348,12,Len12,No
549900290350,549900290350,12,Len12,No
549900740020,549900740020,12,Len12,No
551200010789,551200010789,12,Len12,No
551200011083,551200011083,12,Len12,No
551200012269,551200012269,12,Len12,No
553000022927,553000022927,12,Len12,No
553000050339,553000050339,12,Len12,No
553000110026,553000110026,12,Len12,No
555400100071,555400100071,12,Len12,No
555400100083,555400100083,12,Len12,No
555400100095,555400100095,12,Len12,No
555400100101,555400100101,12,Len12,No
555400100113,555400100113,12,Len12,No
555400100125,555400100125,12,Len12,No
555400100137,555400100137,12,Len12,No
555400100149,555400100149,12,Len12,No
555400100150,555400100150,12,Len12,No
555400100162,555400100162,12,Len12,No
555400100174,555400100174,12,Len12,No
555400100186,555400100186,12,Len12,No
555400100198,555400100198,12,Len12,No
555400100204,555400100204,12,Len12,No
555400100307,555400100307,12,Len12,No
555400150025,555400150025,12,Len12,No
555400490020,555400490020,12,Len12,No
555400960023,555400960023,12,Len12,No
555500020073,555500020073,12,Len12,No
556302870142,556302870142,12,Len12,No
556302890025,556302890025,12,Len12,No
559000820114,559000820114,12,Len12,No
559000990020,559000990020,12,Len12,No
559002150021,559002150021,12,Len12,No
559003640081,559003640081,12,Len12,No
559003640111,559003640111,12,Len12,No
559003640123,559003640123,12,Len12,No
559003640135,559003640135,12,Len12,No
559005960030,559005960030,12,Len12,No
559005960054,559005960054,12,Len12,No
559006210050,559006210050,12,Len12,No
559006210073,559006210073,12,Len12,No
559006510160,559006510160,12,Len12,No
560100580056,560100580056,12,Len12,No
560400012175,560400012175,12,Len12,No
560400022521,560400022521,12,Len12,No
560400022790,560400022790,12,Len12,No
560400023902,560400023902,12,Len12,No
560400024268,560400024268,12,Len12,No
560400024281,560400024281,12,Len12,No
560400025212,560400025212,12,Len12,No
560400025224,560400025224,12,Len12,No
560400026514,560400026514,12,Len12,No
560400032540,560400032540,12,Len12,No
560400160048,560400160048,12,Len12,No
560400170030,560400170030,12,Len12,No
560400182081,560400182081,12,Len12,No
560400182093,560400182093,12,Len12,No
560400200046,560400200046,12,Len12,No
560400211135,560400211135,12,Len12,No
560400211147,560400211147,12,Len12,No
560400211329,560400211329,12,Len12,No
560400220033,560400220033,12,Len12,No
560400240615,560400240615,12,Len12,No
560400252563,560400252563,12,Len12,No
560401100023,560401100023,12,Len12,No
560401110090,560401110090,12,Len12,No
560402724117,560402724117,12,Len12,No
560402730129,560402730129,12,Len12,No
560402822796,560402822796,12,Len12,No
560402860578,560402860578,12,Len12,No
560402860580,560402860580,12,Len12,No
560402860591,560402860591,12,Len12,No
560402860815,560402860815,12,Len12,No
560402860839,560402860839,12,Len12,No
560402890273,560402890273,12,Len12,No
560402890297,560402890297,12,Len12,No
560402890303,560402890303,12,Len12,No
560402890315,560402890315,12,Len12,No
560402890534,560402890534,12,Len12,No
560402900096,560402900096,12,Len12,No
560402900175,560402900175,12,Len12,No
560402911963,560402911963,12,Len12,No
560402912165,560402912165,12,Len12,No
560402912177,560402912177,12,Len12,No
560402912220,560402912220,12,Len12,No
560402912256,560402912256,12,Len12,No
560402912270,560402912270,12,Len12,No
560402912281,560402912281,12,Len12,No
560402912311,560402912311,12,Len12,No
560402912323,560402912323,12,Len12,No
560402912335,560402912335,12,Len12,No
560402912347,560402912347,12,Len12,No
560402923527,560402923527,12,Len12,No
560403020067,560403020067,12,Len12,No
560403020079,560403020079,12,Len12,No
560403020353,560403020353,12,Len12,No
560403020365,560403020365,12,Len12,No
560403020377,560403020377,12,Len12,No
560403020389,560403020389,12,Len12,No
560403082085,560403082085,12,Len12,No
560403082322,560403082322,12,Len12,No
560403161490,560403161490,12,Len12,No
560403161507,560403161507,12,Len12,No
560403161635,560403161635,12,Len12,No
560403161647,560403161647,12,Len12,No
560403161659,560403161659,12,Len12,No
560403161660,560403161660,12,Len12,No
560403161672,560403161672,12,Len12,No
560403181208,560403181208,12,Len12,No
560403320063,560403320063,12,Len12,No
560403461229,560403461229,12,Len12,No
560403500030,560403500030,12,Len12,No
560403610030,560403610030,12,Len12,No
560403610077,560403610077,12,Len12,No
560403610089,560403610089,12,Len12,No
560403680160,560403680160,12,Len12,No
560403681886,560403681886,12,Len12,No
560403681989,560403681989,12,Len12,No
560403820199,560403820199,12,Len12,No
560403820205,560403820205,12,Len12,No
560404002243,560404002243,12,Len12,No
560404050330,560404050330,12,Len12,No
560404060115,560404060115,12,Len12,No
560404260141,560404260141,12,Len12,No
560404662516,560404662516,12,Len12,No
560404820020,560404820020,12,Len12,No
560405010016,560405010016,12,Len12,No
560405150136,560405150136,12,Len12,No
560405582322,560405582322,12,Len12,No
560406180252,560406180252,12,Len12,No
560406180264,560406180264,12,Len12,No
560406180276,560406180276,12,Len12,No
560406200056,560406200056,12,Len12,No
560406420020,560406420020,12,Len12,No
560406430025,560406430025,12,Len12,No
560406470047,560406470047,12,Len12,No
560406490058,560406490058,12,Len12,No
560406520026,560406520026,12,Len12,No
560406900054,560406900054,12,Len12,No
560406910072,560406910072,12,Len12,No
560406910084,560406910084,12,Len12,No
560406910096,560406910096,12,Len12,No
560406920041,560406920041,12,Len12,No
560407090064,560407090064,12,Len12,No
560407690031,560407690031,12,Len12,No
560408420497,560408420497,12,Len12,No
560408420527,560408420527,12,Len12,No
560408420620,560408420620,12,Len12,No
560408420631,560408420631,12,Len12,No
560412050036,560412050036,12,Len12,No
560412070035,560412070035,12,Len12,No
560412070047,560412070047,12,Len12,No
560412940029,560412940029,12,Len12,No
560412960041,560412960041,12,Len12,No
560413820032,560413820032,12,Len12,No
560414660036,560414660036,12,Len12,No
560416370062,560416370062,12,Len12,No
560600018677,560600018677,12,Len12,No
56060002,56060002,8,Len8,No
560600028397,560600028397,12,Len12,No
560600046685,560600046685,12,Len12,No
560600046764,560600046764,12,Len12,No
560600066325,560600066325,12,Len12,No
560600098247,560600098247,12,Len12,No
560600098594,560600098594,12,Len12,No
560600099124,560600099124,12,Len12,No
560601135847,560601135847,12,Len12,No
560601140041,560601140041,12,Len12,No
560601181638,560601181638,12,Len12,No
560601240023,560601240023,12,Len12,No
560601240140,560601240140,12,Len12,No
560601307440,560601307440,12,Len12,No
560601365117,560601365117,12,Len12,No
560601365210,560601365210,12,Len12,No
560601471320,560601471320,12,Len12,No
560601471446,560601471446,12,Len12,No
560601596188,560601596188,12,Len12,No
560601647378,560601647378,12,Len12,No
560601907157,560601907157,12,Len12,No
560601982623,560601982623,12,Len12,No
560602423289,560602423289,12,Len12,No
560602905521,560602905521,12,Len12,No
560602960015,560602960015,12,Len12,No
560603050043,560603050043,12,Len12,No
560603087327,560603087327,12,Len12,No
560603087492,560603087492,12,Len12,No
560603257841,560603257841,12,Len12,No
560603390036,560603390036,12,Len12,No
560603406263,560603406263,12,Len12,No
560603477403,560603477403,12,Len12,No
560603663314,560603663314,12,Len12,No
560603663326,560603663326,12,Len12,No
560603670057,560603670057,12,Len12,No
560604104140,560604104140,12,Len12,No
560604104229,560604104229,12,Len12,No
560604185620,560604185620,12,Len12,No
560604185631,560604185631,12,Len12,No
560604185874,560604185874,12,Len12,No
560604186131,560604186131,12,Len12,No
560604186143,560604186143,12,Len12,No
560604295813,560604295813,12,Len12,No
560604296362,560604296362,12,Len12,No
560604545763,560604545763,12,Len12,No
560604545830,560604545830,12,Len12,No
560604970024,560604970024,12,Len12,No
560604970097,560604970097,12,Len12,No
560605006124,560605006124,12,Len12,No
560605284574,560605284574,12,Len12,No
560605305127,560605305127,12,Len12,No
560605500088,560605500088,12,Len12,No
560605636491,560605636491,12,Len12,No
560605790029,560605790029,12,Len12,No
560605830027,560605830027,12,Len12,No
560606270066,560606270066,12,Len12,No
560606310027,560606310027,12,Len12,No
560606600029,560606600029,12,Len12,No
560606610254,560606610254,12,Len12,No
560607000034,560607000034,12,Len12,No
560607046599,560607046599,12,Len12,No
560607080029,560607080029,12,Len12,No
560607110101,560607110101,12,Len12,No
560607460045,560607460045,12,Len12,No
560608650073,560608650073,12,Len12,No
560609080021,560609080021,12,Len12,No
560609080033,560609080033,12,Len12,No
560609140066,560609140066,12,Len12,No
560609580030,560609580030,12,Len12,No
560609720149,560609720149,12,Len12,No
560609830113,560609830113,12,Len12,No
560610480321,560610480321,12,Len12,No
560610480333,560610480333,12,Len12,No
560610480345,560610480345,12,Len12,No
560610600065,560610600065,12,Len12,No
560610640026,560610640026,12,Len12,No
560610880130,560610880130,12,Len12,No
560611710036,560611710036,12,Len12,No
560612520073,560612520073,12,Len12,No
560612520681,560612520681,12,Len12,No
560613020047,560613020047,12,Len12,No
560613030028,560613030028,12,Len12,No
560613050027,560613050027,12,Len12,No
560613610045,560613610045,12,Len12,No
560613610057,560613610057,12,Len12,No
560613610069,560613610069,12,Len12,No
560613610070,560613610070,12,Len12,No
560613610082,560613610082,12,Len12,No
560614200069,560614200069,12,Len12,No
560614200161,560614200161,12,Len12,No
560618310155,560618310155,12,Len12,No
560623880422,560623880422,12,Len12,No
560623880434,560623880434,12,Len12,No
560629240029,560629240029,12,Len12,No
560629410026,560629410026,12,Len12,No
560800130618,560800130618,12,Len12,No
560800130709,560800130709,12,Len12,No
560800130801,560800130801,12,Len12,No
560800131118,560800131118,12,Len12,No
560800150253,560800150253,12,Len12,No
560800150400,560800150400,12,Len12,No
560800310566,560800310566,12,Len12,No
560800820064,560800820064,12,Len12,No
561100193357,561100193357,12,Len12,No
561100196700,561100196700,12,Len12,No
561100196711,561100196711,12,Len12,No
56110029,56110029,8,Len8,No
561100610254,561100610254,12,Len12,No
561100610631,561100610631,12,Len12,No
561100820029,561100820029,12,Len12,No
561101410169,561101410169,12,Len12,No
561183521801,561183521801,12,Len12,No
56119033,56119033,8,Len8,No
56119537,56119537,8,Len8,No
561195541320,561195541320,12,Len12,No
561195541757,561195541757,12,Len12,No
561195810069,561195810069,12,Len12,No
561195901105,561195901105,12,Len12,No
561195931365,561195931365,12,Len12,No
561195950165,561195950165,12,Len12,No
561195950189,561195950189,12,Len12,No
561196111850,561196111850,12,Len12,No
561196180021,561196180021,12,Len12,No
561196700041,561196700041,12,Len12,No
561196700053,561196700053,12,Len12,No
561196700077,561196700077,12,Len12,No
561196730082,561196730082,12,Len12,No
561196730094,561196730094,12,Len12,No
561196730150,561196730150,12,Len12,No
561196840379,561196840379,12,Len12,No
561196840628,561196840628,12,Len12,No
561196841141,561196841141,12,Len12,No
561196960051,561196960051,12,Len12,No
561197050091,561197050091,12,Len12,No
561197050170,561197050170,12,Len12,No
561197150292,561197150292,12,Len12,No
561197230263,561197230263,12,Len12,No
561197230299,561197230299,12,Len12,No
561197230354,561197230354,12,Len12,No
561197240050,561197240050,12,Len12,No
561197240086,561197240086,12,Len12,No
561197390023,561197390023,12,Len12,No
561197450238,561197450238,12,Len12,No
561197530131,561197530131,12,Len12,No
561197530143,561197530143,12,Len12,No
561197890093,561197890093,12,Len12,No
561197900098,561197900098,12,Len12,No
561197980288,561197980288,12,Len12,No
561197990166,561197990166,12,Len12,No
561198090023,561198090023,12,Len12,No
561198280055,561198280055,12,Len12,No
561198320168,561198320168,12,Len12,No
561198350264,561198350264,12,Len12,No
561198350732,561198350732,12,Len12,No
561198350768,561198350768,12,Len12,No
561198420096,561198420096,12,Len12,No
561198730097,561198730097,12,Len12,No
561199220029,561199220029,12,Len12,No
561199260027,561199260027,12,Len12,No
561199380148,561199380148,12,Len12,No
561199820045,561199820045,12,Len12,No
561300052071,561300052071,12,Len12,No
561300090655,561300090655,12,Len12,No
561300651264,561300651264,12,Len12,No
561300652270,561300652270,12,Len12,No
561300652281,561300652281,12,Len12,No
561300652293,561300652293,12,Len12,No
561300652300,561300652300,12,Len12,No
561300652311,561300652311,12,Len12,No
561300672279,561300672279,12,Len12,No
561300672991,561300672991,12,Len12,No
561300850030,561300850030,12,Len12,No
561300961344,561300961344,12,Len12,No
561301300025,561301300025,12,Len12,No
561302180039,561302180039,12,Len12,No
561302440049,561302440049,12,Len12,No
561303240020,561303240020,12,Len12,No
561548500026,561548500026,12,Len12,No
56160010,56160010,8,Len8,No
56160100,56160100,8,Len8,No
56160112,56160112,8,Len8,No
561620290801,561620290801,12,Len12,No
561620291568,561620291568,12,Len12,No
56163034,56163034,8,Len8,No
561800840049,561800840049,12,Len12,No
561800850031,561800850031,12,Len12,No
561800850043,561800850043,12,Len12,No
561800880035,561800880035,12,Len12,No
562200010107,562200010107,12,Len12,No
562200010272,562200010272,12,Len12,No
562205030091,562205030091,12,Len12,No
56220509,56220509,8,Len8,No
562300060110,562300060110,12,Len12,No
563000011681,563000011681,12,Len12,No
563000011784,563000011784,12,Len12,No
563000011899,563000011899,12,Len12,No
563000014256,563000014256,12,Len12,No
563000014475,563000014475,12,Len12,No
563000041030,563000041030,12,Len12,No
563000041041,563000041041,12,Len12,No
563000200301,563000200301,12,Len12,No
563000220026,563000220026,12,Len12,No
563001040068,563001040068,12,Len12,No
563003040047,563003040047,12,Len12,No
563003040059,563003040059,12,Len12,No
56301571,56301571,8,Len8,No
56301704,56301704,8,Len8,No
563045770362,563045770362,12,Len12,No
563045770386,563045770386,12,Len12,No
563045770398,563045770398,12,Len12,No
563045831351,563045831351,12,Len12,No
563045831600,563045831600,12,Len12,No
563045831673,563045831673,12,Len12,No
563045831843,563045831843,12,Len12,No
563045832045,563045832045,12,Len12,No
563045832940,563045832940,12,Len12,No
563045833177,563045833177,12,Len12,No
563045841289,563045841289,12,Len12,No
563045881664,563045881664,12,Len12,No
563046150136,563046150136,12,Len12,No
563046150185,563046150185,12,Len12,No
563046660023,563046660023,12,Len12,No
563047180021,563047180021,12,Len12,No
563047180100,563047180100,12,Len12,No
564200100052,564200100052,12,Len12,No
564200100064,564200100064,12,Len12,No
564400020027,564400020027,12,Len12,No
56450217,56450217,8,Len8,No
56450229,56450229,8,Len8,No
56451027,56451027,8,Len8,No
56452032,56452032,8,Len8,No
564601280028,564601280028,12,Len12,No
564601280030,564601280030,12,Len12,No
564601280041,564601280041,12,Len12,No
564601280053,564601280053,12,Len12,No
564601280065,564601280065,12,Len12,No
56462050,56462050,8,Len8,No
56468027,56468027,8,Len8,No
564680270025,564680270025,12,Len12,No
56468039,56468039,8,Len8,No
56468040,56468040,8,Len8,No
56468052,56468052,8,Len8,No
56468064,56468064,8,Len8,No
564680670957,564680670957,12,Len12,No
564680670969,564680670969,12,Len12,No
564680710025,564680710025,12,Len12,No
564681260258,564681260258,12,Len12,No
564681480600,564681480600,12,Len12,No
564681510184,564681510184,12,Len12,No
564682030017,564682030017,12,Len12,No
564682260023,564682260023,12,Len12,No
564700410030,564700410030,12,Len12,No
564800570031,564800570031,12,Len12,No
565000024089,565000024089,12,Len12,No
565000075590,565000075590,12,Len12,No
565000075991,565000075991,12,Len12,No
565000077252,565000077252,12,Len12,No
565000077264,565000077264,12,Len12,No
56500026,56500026,8,Len8,No
565001250050,565001250050,12,Len12,No
565001310082,565001310082,12,Len12,No
56500142,56500142,8,Len8,No
565001664396,565001664396,12,Len12,No
56500350,56500350,8,Len8,No
56500361,56500361,8,Len8,No
56500452,56500452,8,Len8,No
56500464,56500464,8,Len8,No
56501006,56501006,8,Len8,No
56501018,56501018,8,Len8,No
56502540,56502540,8,Len8,No
56502576,56502576,8,Len8,No
565025904930,565025904930,12,Len12,No
56502606,56502606,8,Len8,No
56505959,56505959,8,Len8,No
56506740,56506740,8,Len8,No
56507069,56507069,8,Len8,No
56507641,56507641,8,Len8,No
56508116,56508116,8,Len8,No
56509376,56509376,8,Len8,No
56509388,56509388,8,Len8,No
565094315966,565094315966,12,Len12,No
565094316200,565094316200,12,Len12,No
565094320354,565094320354,12,Len12,No
565094341825,565094341825,12,Len12,No
565094341898,565094341898,12,Len12,No
565094353300,565094353300,12,Len12,No
565094395007,565094395007,12,Len12,No
565094396371,565094396371,12,Len12,No
565094396486,565094396486,12,Len12,No
565094396498,565094396498,12,Len12,No
565094396504,565094396504,12,Len12,No
565094398458,565094398458,12,Len12,No
565094399165,565094399165,12,Len12,No
565094803572,565094803572,12,Len12,No
565094803584,565094803584,12,Len12,No
565094803845,565094803845,12,Len12,No
565094804369,565094804369,12,Len12,No
565094804370,565094804370,12,Len12,No
565094804382,565094804382,12,Len12,No
565094804400,565094804400,12,Len12,No
565094804412,565094804412,12,Len12,No
565094804424,565094804424,12,Len12,No
565094804436,565094804436,12,Len12,No
565094804448,565094804448,12,Len12,No
565094804450,565094804450,12,Len12,No
565094804461,565094804461,12,Len12,No
565094815203,565094815203,12,Len12,No
565094815835,565094815835,12,Len12,No
565094825567,565094825567,12,Len12,No
565094825890,565094825890,12,Len12,No
565094826808,565094826808,12,Len12,No
565094828441,565094828441,12,Len12,No
565094828647,565094828647,12,Len12,No
56509686,56509686,8,Len8,No
56509935,56509935,8,Len8,No
56509959,56509959,8,Len8,No
56509960,56509960,8,Len8,No
565099653138,565099653138,12,Len12,No
565099653266,565099653266,12,Len12,No
565099653278,565099653278,12,Len12,No
565099653321,565099653321,12,Len12,No
565099653461,565099653461,12,Len12,No
565099663624,565099663624,12,Len12,No
565099844813,565099844813,12,Len12,No
565099844825,565099844825,12,Len12,No
565099844849,565099844849,12,Len12,No
565099950054,565099950054,12,Len12,No
565100012838,565100012838,12,Len12,No
565100013193,565100013193,12,Len12,No
565100013200,565100013200,12,Len12,No
565100013211,565100013211,12,Len12,No
565100013223,565100013223,12,Len12,No
565100013235,565100013235,12,Len12,No
565100013247,565100013247,12,Len12,No
565100013259,565100013259,12,Len12,No
565100013661,565100013661,12,Len12,No
565100013673,565100013673,12,Len12,No
565100013685,565100013685,12,Len12,No
565100013697,565100013697,12,Len12,No
565100013703,565100013703,12,Len12,No
565100013995,565100013995,12,Len12,No
565100014987,565100014987,12,Len12,No
565100920603,565100920603,12,Len12,No
565100920627,565100920627,12,Len12,No
56511516,56511516,8,Len8,No
565172843959,565172843959,12,Len12,No
565172844319,565172844319,12,Len12,No
565172845385,565172845385,12,Len12,No
565172845397,565172845397,12,Len12,No
565172845439,565172845439,12,Len12,No
565172845440,565172845440,12,Len12,No
565172848234,565172848234,12,Len12,No
565172848313,565172848313,12,Len12,No
565172853060,565172853060,12,Len12,No
565197991932,565197991932,12,Len12,No
565198082125,565198082125,12,Len12,No
565198082137,565198082137,12,Len12,No
565198092921,565198092921,12,Len12,No
565198093123,565198093123,12,Len12,No
565198200031,565198200031,12,Len12,No
565198200043,565198200043,12,Len12,No
565198200055,565198200055,12,Len12,No
565198200067,565198200067,12,Len12,No
565198200079,565198200079,12,Len12,No
565198272730,565198272730,12,Len12,No
565198332774,565198332774,12,Len12,No
565198350028,565198350028,12,Len12,No
565198382364,565198382364,12,Len12,No
565198460028,565198460028,12,Len12,No
565198460030,565198460030,12,Len12,No
565198460089,565198460089,12,Len12,No
