Budget,Items_Funded,Budget_Utilization_%,Total_Risk_Reduction_Score,Criticality_Mix_S1,Criticality_Mix_S2,Criticality_Mix_S3,Criticality_Mix_S4
10000000.0,27,98.35,76399099.58,1,5,9,12
