PL_Code,Description,Current_Stock,Inventory_Value,Days_Since_Movement,Inventory_Aging_Class,Depot
509048210051,FULL HD PTZ TYPE IP COLOUR CAMERA,70.0,5366351.34,653,Very Slow Moving,SSET/SRM/PER027029-S AND T-SR
56509959,"Supply of  PVC insulated, armoured, unscreened, underground Railway signaling copper cable....",24817.0,5358486.64,36,Active,SSE/S/SRM/TPJ077355-S AND T-SR
539811950460,Central Data Controller Unit (CDC) along with CDS conforming to system requirement as per....,12.0,5214630.23,207,Slow Moving,SSET/SRM/PER027029-S AND T-SR
56509959,PVC INSULATING CABLE FOR RAILWAY SIGNALLING HEAVY DUTY UNDER GROUND UNSCREENED ARMOURED WI....,22157.0,5208667.56,48,Active,SSE/S/SRM/TPJ077355-S AND T-SR
567900760010,CLS Unit 3 Aspect FRP (Non metallic),257.0,5192952.28,16,Active,JE/SIG/SRM/PGT037254-S AND T-SR
527900510740,Single line Double face Train Arrival/Departure display board (TADDB),14.0,5040000.0,411,Very Slow Moving,SSET/SRM/PER027029-S AND T-SR
56501006,"SIGNAL CABLE, 24 CORE PVC INSULATED UNDER GROUND UNECRNEED ARMOURED CABLE COPPER CONDUCTOR....",12835.0,4981905.25,46,Active,SSE/S/SRM/TPJ077355-S AND T-SR
570193490012,VDU 85 WITH EMBEDDED PC AND POWER SUPLY ARRANGEMENTS,3.0,4973988.0,137,Monitor,SSE/SRM/TVC057253-S AND T-SR
50540324,LOW MAINTENANCE LEAD ACID  STATIONARY SECONDARY CELLS  2V/80AH CAPACITY AT  10 HRS RATE OF....,1523.0,4954929.93,17,Active,SSE/S/SRM/TPJ077355-S AND T-SR
570121440132,SCH B-09 PC Workstation for VSS 5 STN WORK BY KS SMART SOLUTIONS PRIVATE LIMITED-CHENNAI,20.0,4920656.0,15,Active,SSET/SRM/PER027029-S AND T-SR
56501018,CABLE PVC 30 CX 1.5 SQMM,8616.0,4875630.7,165,Monitor,SSE/SRM/TVC057253-S AND T-SR
