PL_Code,Description,Current_Stock,Inventory_Value,Days_Since_Movement,Inventory_Aging_Class,Depot
527905800422,True color Indoor Video Display (IVD) with its mechanical structure FOR R RAMA CHANDRA RED....,1.0,1840309.63,411,Very Slow Moving,SSET/SRM/PER027029-S AND T-SR
527905800379,True color Indoor Video Display (IVD) FOR SURYA ELECTRONICS IPIS WORK AT GI & CGL STN,1.0,1840309.63,545,Very Slow Moving,SSET/SRM/PER027029-S AND T-SR
570146570047,15KVA on-line UPS (Single phase) floor mountable type with 1 hr back up time (min 24000VAH....,6.0,1833454.68,545,Very Slow Moving,SSET/SRM/PER027029-S AND T-SR
539830271851,Sch-A-03 Dual port E1 to Serial/  Ethernet Converter for e-TSR WORK BY TLN ENTERPRISES-EAS....,47.0,1786000.0,188,Slow Moving,SSET/SRM/PER027029-S AND T-SR
56301704,POINT MACHINE ROD (GROUND CONNECTION),85.0,1741304.82,638,Very Slow Moving,SSE/SRM/TVC057253-S AND T-SR
560200680012,Block Instruments?Single Line.-UFSBI,2.0,1737392.0,290,Slow Moving,SSE/SRM/SIG/MDU087221-S AND T-SR
570101449221,PC WORKSTATION FOR VSS REACH 3 WORK by I T I LIMITED-CHENNAI,6.0,1692000.0,183,Slow Moving,SSET/SRM/PER027029-S AND T-SR
569800680037,Analog Card (AzLM) for Eldyne make Axle counter MSDAC,10.0,1683470.6,270,Slow Moving,SSE/SRM/TVC057253-S AND T-SR
549900290348,At a Glance Display Board Double faced (AGDB) with all accessories FOR SS RAIL WORK AT PER....,6.0,1612085.7,653,Very Slow Moving,SSET/SRM/PER027029-S AND T-SR
570101228277,UPS 15KVA NUMERIC PREMIUS  on-line  Single phase FOR SS RAIL WORK AT JTJ STN,5.0,1527878.9,649,Very Slow Moving,SSET/SRM/PER027029-S AND T-SR
56301704,ROTARY LOCKING TYPE POINT MACHINE GROUND CONNECTION,85.0,1435801.9,345,Slow Moving,SSE/S/SRM/TPJ077355-S AND T-SR
539804575807,Video Management System and Video Recording software FOR VSS REACH2 ELDORADO WORK,646.0,1387608.0,459,Very Slow Moving,SSET/SRM/PER027029-S AND T-SR
539829520024,CEL MSDAC Surge arrestor protection devices (SPD),54.0,1350000.0,253,Slow Moving,SSE/S/SRM/TPJ077355-S AND T-SR
539821491473,Daisy chain junction box for running on OFC and Ethernet copper FOR SURYA ELECTRONICS IPIS....,172.0,1324159.2,600,Very Slow Moving,SSET/SRM/PER027029-S AND T-SR
