Zone,Inventory_Domain,Business_Units_Configured,Business_Units_Populated,Strategic_Inventory_Value,Operational_Inventory_Value,Dead_Stock_Value,Inventory_Turn_Risk,Digital_Twin_Readiness,Snapshot_Date,Pipeline_Version
Southern Railway,Railway_Operations,6,6,85663635.52,719997931.32,37954181.52,17.98,75.0,2026-03-31,12.5.0
