PL_Code,Description,Current_Stock,Inventory_Value,Days_Since_Movement,Depot,Inventory_Domain,Business_Unit,Division,Snapshot_Date,Pipeline_Version
860130660010,FIRE EXTINGUISHER CO2  ( CAPACITY 4.5 KG ),0.0,0.0,1287,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
569009700014,0144-FIRE ALARM FAULT ISOLATOR WITH BACK BOX as per RDSO/SPN /217 /2018 ver-2 or latest.,0.0,0.0,1349,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
567913460010,0145.FIRE ALARM ADDRESSABLE FIRE ALARM  PANEL WITH ALL ACCESSORIES as per RDSO/SPN /217 /2....,0.0,0.0,1357,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539832391203,DC-DC Converter 40-100V 1Amps for STATCON ENERGIAA make IPS,0.0,0.0,858,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539832391197,DC-DC Converter 12-28V  5Amps for STATCON ENERGIAA make IPS,0.0,0.0,858,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539832391215,DC-DC Converter 24-32V 5Amps for STATCON ENERGIAA make IPS,0.0,0.0,858,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
129801400020,INDICATION PANEL FOR BLOCK WORKING (Single/double line),0.0,0.0,751,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
420295636237,Supply of 4 Port KVM Switch,0.0,0.0,1042,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
539802674181,Supply of 42 U Rack,0.0,0.0,1048,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
565199402140,Supply of Multi Port Front end processor along with 1 no dual card E1 Modem as per RDSO Sp....,0.0,0.0,1040,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
43300339,"CELLS FOR HAND TORCH DRY BATTERIES 1.5 VOLTS,TYPE R:20 METAL/PAPER JACKET AS PER ISS:8144/....",0.0,0.0,1511,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
77032500,"ENAMEL, SYNTHETIC, EXTERIOR, FINISHING 'GOLDEN YELLOW' TO ISC-356 OF IS:5/2007.  SPECIFICA....",0.0,0.0,1068,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
80010714,AXLE OIL MEDIUM TO IS:1628/1986.,0.0,0.0,1548,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
86010050,PORTABLE STORED PRESSURE ABC TYPE DRY CHEMICAL POWDER FIRE EXTINGUISHER OF 6 Kg. CAPACITY ....,0.0,0.0,1563,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
812000050010,Alcohal based sanitizer,0.0,0.0,1324,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
92111002,"HIGH SPEED DIESEL (HSD): IS:1460-2005 (5th Revision or latest) Amendment No.3, Sept, 12",0.0,0.0,1460,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
83904839,TAG COTTON WHITE 30 CMS LONG IN BUNDLES OF 100 NOS. EACH (SHOE LACE PATTERN) CSO/M.077).,0.0,0.0,1324,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
569894410011,SSDAC FIELD EQUIPMENTS With 8 Cards,0.0,0.0,1681,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
56509388,PBT TERMINAL  60MM,0.0,0.0,1585,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
72207413,"DRILL TWIST H.S.S. STRAIGHT SHANK JOBBERS"" 7.2 MM TO IS: 5101/1969, 5099/1983.",0.0,0.0,1585,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
83049540,A4 SIZE XEROX  PAPER (TNPL)  ( WHITE ) (297 X 210 MM) 80 GSM.,0.0,0.0,866,SSE/S/SRM/SA067532-S AND T-SR,Railway_Operations,SA,Salem,2026-03-31,12.5.0
